query_text,persona,intent_label,complexity,notes
USC but cheaper,counselor_teacher,rewrite_needed,complex,rewrite needed
cheapest biology schools in California,college_student,cost_financial_aid,medium,cost aid
universities with strong engineering,college_student,filtered_search,medium,filter search
colleges near the beach low tuition with strong research,college_student,multi_constraint,complex,multi constraint
NYU job placement for engineering,advisor,career_outcomes,medium,career outcomes
Harvard financial aid,college_student,cost_financial_aid,medium,cost aid
carnegie mellon,parent,exact_lookup,short_circuit,simple entity
schools like Stanford but cheaper,parent,recommendation,complex,recommendation
schools with high internship placement rates,college_student,career_outcomes,medium,career outcomes
Arizona State scholarships,college_student,cost_financial_aid,medium,cost aid
what schools should i apply to for engineering,advisor,recommendation,complex,recommendation
penn state,college_student,exact_lookup,short_circuit,simple entity
UCLA job placement for aerospace engineering,counselor_teacher,career_outcomes,medium,career outcomes
best colleges for computer science job outcomes,advisor,career_outcomes,medium,career outcomes
Carnegie Mellon vs Caltech for nursing,advisor,comparison,complex,comparison
acceptance rate for Northwestern,parent,attribute_lookup,medium,single attribute
schools with high internship placement rates,parent,career_outcomes,medium,career outcomes
University of Washington job placement for data science,advisor,career_outcomes,medium,career outcomes
best engineering schools near a tech hub,parent,filtered_search,medium,filter search
UC Berkeley scholarships,parent,cost_financial_aid,medium,cost aid
colleges in the Midwest good financial aid with strong research,advisor,multi_constraint,complex,multi constraint
what schools should i apply to for biology,college_student,recommendation,complex,recommendation
best colleges for architecture job outcomes,advisor,career_outcomes,medium,career outcomes
Purdue campus culture,college_student,campus_life_fit,llm_needed,fit question
best colleges for chemistry job outcomes,college_student,career_outcomes,medium,career outcomes
what schools should i apply to for biology,advisor,recommendation,complex,recommendation
affordable business schools near the beach with good internships,counselor_teacher,multi_constraint,complex,multi constraint
api access for college partners,counselor_teacher,b2b_partnership,llm_needed,B2B
Caltech scholarships,college_student,cost_financial_aid,medium,cost aid
UC Berkeley tuition vs Cornell tuition,parent,comparison,complex,comparison
what schools should i apply to for economics,counselor_teacher,recommendation,complex,recommendation
colleges in California under 30k with strong research,parent,multi_constraint,complex,multi constraint
cheapest psychology schools near Chicago,advisor,cost_financial_aid,medium,cost aid
cheapest biology schools in Texas,college_student,cost_financial_aid,medium,cost aid
Arizona State average ACT,counselor_teacher,attribute_lookup,medium,single attribute
Georgia Tech vs USC for electrical engineering,counselor_teacher,comparison,complex,comparison
medium-sized architecture colleges in Texas under 30k,parent,multi_constraint,complex,multi constraint
Columbia vs UCLA,parent,comparison,complex,comparison
do i need sat for Georgia Tech,parent,admissions_process,medium,admissions
colleges in California,advisor,filtered_search,medium,filter search
rankings for Cornell,advisor,attribute_lookup,medium,single attribute
Virginia Tech but cheaper,parent,rewrite_needed,complex,rewrite needed
recommend small colleges near the beach for psychology,counselor_teacher,recommendation,complex,recommendation
do i need sat for Arizona State,counselor_teacher,admissions_process,medium,admissions
USC scholarships,counselor_teacher,cost_financial_aid,medium,cost aid
cheapest nursing schools in the Midwest,advisor,cost_financial_aid,medium,cost aid
does Harvard have architecture,advisor,attribute_lookup,medium,single attribute
Brown vs Northwestern,parent,comparison,complex,comparison
recommend small colleges in Texas for architecture,parent,recommendation,complex,recommendation
nyu,parent,exact_lookup,short_circuit,simple entity
colleges in the Midwest low tuition with strong research,parent,multi_constraint,complex,multi constraint
what schools should i apply to for electrical engineering,college_student,recommendation,complex,recommendation
Brown job placement for electrical engineering,college_student,career_outcomes,medium,career outcomes
NYU tuition vs Caltech tuition,advisor,comparison,complex,comparison
best colleges for economics job outcomes,parent,career_outcomes,medium,career outcomes
large architecture colleges near a tech hub under 30k,counselor_teacher,multi_constraint,complex,multi constraint
what schools should i apply to for mechanical engineering,parent,recommendation,complex,recommendation
Princeton but cheaper,college_student,rewrite_needed,complex,rewrite needed
recommend small colleges near a tech hub for psychology,counselor_teacher,recommendation,complex,recommendation
UC San Diego campus culture,parent,campus_life_fit,llm_needed,fit question
Cornell job placement for business,advisor,career_outcomes,medium,career outcomes
universities with strong mechanical engineering,counselor_teacher,filtered_search,medium,filter search
USC vs Columbia for architecture,parent,comparison,complex,comparison
Virginia Tech but cheaper,college_student,rewrite_needed,complex,rewrite needed
Princeton financial aid,counselor_teacher,cost_financial_aid,medium,cost aid
Rice University tuition vs University of Florida tuition,counselor_teacher,comparison,complex,comparison
do i need sat for UC Berkeley,counselor_teacher,admissions_process,medium,admissions
Georgia Tech campus culture,advisor,campus_life_fit,llm_needed,fit question
what schools should i apply to for computer science,parent,recommendation,complex,recommendation
how can our university join the platform,advisor,b2b_partnership,llm_needed,B2B
Georgia Tech vs Brown,advisor,comparison,complex,comparison
Caltech campus culture,counselor_teacher,campus_life_fit,llm_needed,fit question
medium-sized electrical engineering colleges near a tech hub under 30k,counselor_teacher,multi_constraint,complex,multi constraint
mit,college_student,exact_lookup,short_circuit,simple entity
universities with strong architecture,counselor_teacher,filtered_search,medium,filter search
best electrical engineering schools in warm states,college_student,filtered_search,medium,filter search
recommend medium-sized colleges near Chicago for data science,college_student,recommendation,complex,recommendation
Caltech location,counselor_teacher,attribute_lookup,medium,single attribute
do i need sat for Brown,counselor_teacher,admissions_process,medium,admissions
how do i apply to Cornell,advisor,admissions_process,medium,admissions
how do i apply to Georgia Tech,counselor_teacher,admissions_process,medium,admissions
Georgia Tech application deadlines,counselor_teacher,admissions_process,medium,admissions
Harvard but cheaper,college_student,rewrite_needed,complex,rewrite needed
Arizona State vs UCLA for economics,advisor,comparison,complex,comparison
best colleges for biology job outcomes,parent,career_outcomes,medium,career outcomes
affordable chemistry schools in California with good internships,parent,multi_constraint,complex,multi constraint
schools like Caltech but cheaper,advisor,recommendation,complex,recommendation
ut austin,college_student,exact_lookup,short_circuit,simple entity
affordable mechanical engineering schools in warm states with good internships,counselor_teacher,multi_constraint,complex,multi constraint
Rice University vs Duke for business,parent,comparison,complex,comparison
University of Michigan scholarships,college_student,cost_financial_aid,medium,cost aid
Princeton student-to-faculty ratio,advisor,attribute_lookup,medium,single attribute
schools with high internship placement rates,counselor_teacher,career_outcomes,medium,career outcomes
Duke tuition vs UCLA tuition,advisor,comparison,complex,comparison
job placement for Cornell,advisor,attribute_lookup,medium,single attribute
affordable philosophy schools near a tech hub with good internships,advisor,multi_constraint,complex,multi constraint
university of washington,advisor,exact_lookup,short_circuit,simple entity
recommend large colleges in the Midwest for business,parent,recommendation,complex,recommendation
MIT scholarships,parent,cost_financial_aid,medium,cost aid
UC San Diego vs Princeton,advisor,comparison,complex,comparison
University of Florida tuition vs Columbia tuition,parent,comparison,complex,comparison
recommend medium-sized colleges near a tech hub for economics,college_student,recommendation,complex,recommendation
Cornell but cheaper,college_student,rewrite_needed,complex,rewrite needed
cheapest biology schools near a tech hub,advisor,cost_financial_aid,medium,cost aid
University of Michigan scholarships,parent,cost_financial_aid,medium,cost aid
Rice University financial aid,college_student,cost_financial_aid,medium,cost aid
UC Berkeley tuition vs Carnegie Mellon tuition,parent,comparison,complex,comparison
medium-sized philosophy colleges in warm states under 20k,advisor,multi_constraint,complex,multi constraint
does Cornell have psychology,parent,attribute_lookup,medium,single attribute
what schools should i apply to for computer science,college_student,recommendation,complex,recommendation
what schools should i apply to for mechanical engineering,counselor_teacher,recommendation,complex,recommendation
recommend medium-sized colleges in California for computer science,advisor,recommendation,complex,recommendation
cheapest aerospace engineering schools near Chicago,counselor_teacher,cost_financial_aid,medium,cost aid
research opportunities for Penn State,counselor_teacher,attribute_lookup,medium,single attribute
medium-sized economics colleges near the beach under 30k,parent,multi_constraint,complex,multi constraint
best colleges for electrical engineering job outcomes,college_student,career_outcomes,medium,career outcomes
universities with strong data science,parent,filtered_search,medium,filter search
does Cornell have mechanical engineering,advisor,attribute_lookup,medium,single attribute
Cornell but cheaper,counselor_teacher,rewrite_needed,complex,rewrite needed
how do i apply to Rice University,advisor,admissions_process,medium,admissions
uc berkeley,college_student,exact_lookup,short_circuit,simple entity
schools like Arizona State but cheaper,advisor,recommendation,complex,recommendation
best engineering schools near a tech hub,counselor_teacher,filtered_search,medium,filter search
affordable economics schools in Texas with good internships,parent,multi_constraint,complex,multi constraint
schools like NYU but cheaper,college_student,recommendation,complex,recommendation
what schools should i apply to for economics,advisor,recommendation,complex,recommendation
Northwestern application deadlines,parent,admissions_process,medium,admissions
Carnegie Mellon scholarships,parent,cost_financial_aid,medium,cost aid
Purdue job placement for philosophy,college_student,career_outcomes,medium,career outcomes
Brown campus culture,parent,campus_life_fit,llm_needed,fit question
affordable engineering schools in Texas with good internships,parent,multi_constraint,complex,multi constraint
UC Berkeley vs Duke for business,college_student,comparison,complex,comparison
UC San Diego application deadlines,counselor_teacher,admissions_process,medium,admissions
Stanford vs UT Austin,college_student,comparison,complex,comparison
small mechanical engineering colleges near a tech hub under 20k,parent,multi_constraint,complex,multi constraint
Purdue,college_student,exact_lookup,short_circuit,simple entity
NYU job placement for biology,college_student,career_outcomes,medium,career outcomes
Purdue financial aid,counselor_teacher,cost_financial_aid,medium,cost aid
does Northwestern have nursing,counselor_teacher,attribute_lookup,medium,single attribute
cheapest data science schools in Texas,college_student,cost_financial_aid,medium,cost aid
what schools should i apply to for business,counselor_teacher,recommendation,complex,recommendation
Brown application deadlines,college_student,admissions_process,medium,admissions
how do i apply to Rice University,college_student,admissions_process,medium,admissions
University of Michigan scholarships,advisor,cost_financial_aid,medium,cost aid
best colleges for psychology job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
affordable engineering schools in the Midwest with good internships,counselor_teacher,multi_constraint,complex,multi constraint
cheapest chemistry schools near Chicago,college_student,cost_financial_aid,medium,cost aid
best electrical engineering schools in California,college_student,filtered_search,medium,filter search
does Cornell have chemistry,counselor_teacher,attribute_lookup,medium,single attribute
what schools should i apply to for business,parent,recommendation,complex,recommendation
University of Florida job placement for data science,advisor,career_outcomes,medium,career outcomes
large data science colleges near a tech hub under 40k,college_student,multi_constraint,complex,multi constraint
colleges in Texas low tuition with strong research,college_student,multi_constraint,complex,multi constraint
schools like Harvard but cheaper,parent,recommendation,complex,recommendation
UC San Diego student-to-faculty ratio,counselor_teacher,attribute_lookup,medium,single attribute
small computer science colleges in the Midwest good financial aid,advisor,multi_constraint,complex,multi constraint
UCLA student-to-faculty ratio,advisor,attribute_lookup,medium,single attribute
Stanford average SAT,college_student,attribute_lookup,medium,single attribute
medium-sized architecture colleges near the beach under 20k,advisor,multi_constraint,complex,multi constraint
MIT,college_student,exact_lookup,short_circuit,simple entity
colleges in warm states,counselor_teacher,filtered_search,medium,filter search
Stanford but cheaper,advisor,rewrite_needed,complex,rewrite needed
Rice University but cheaper,advisor,rewrite_needed,complex,rewrite needed
UC San Diego campus culture,college_student,campus_life_fit,llm_needed,fit question
job placement for UC San Diego,college_student,attribute_lookup,medium,single attribute
how do i apply to Carnegie Mellon,counselor_teacher,admissions_process,medium,admissions
university of michigan,parent,exact_lookup,short_circuit,simple entity
recommend medium-sized colleges in Texas for mechanical engineering,advisor,recommendation,complex,recommendation
best colleges for philosophy job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
does Northwestern have psychology,parent,attribute_lookup,medium,single attribute
Stanford vs Northwestern for business,college_student,comparison,complex,comparison
schools like Duke but cheaper,advisor,recommendation,complex,recommendation
University of Florida campus culture,counselor_teacher,campus_life_fit,llm_needed,fit question
best biology schools in warm states,counselor_teacher,filtered_search,medium,filter search
how do i apply to University of Washington,advisor,admissions_process,medium,admissions
do i need sat for USC,advisor,admissions_process,medium,admissions
how do i apply to Cornell,counselor_teacher,admissions_process,medium,admissions
do i need sat for Virginia Tech,advisor,admissions_process,medium,admissions
colleges near Chicago,counselor_teacher,filtered_search,medium,filter search
does UC San Diego have engineering,counselor_teacher,attribute_lookup,medium,single attribute
recommend medium-sized colleges in the Midwest for data science,parent,recommendation,complex,recommendation
medium-sized aerospace engineering colleges near Chicago good financial aid,counselor_teacher,multi_constraint,complex,multi constraint
MIT financial aid,college_student,cost_financial_aid,medium,cost aid
small aerospace engineering colleges in California good financial aid,parent,multi_constraint,complex,multi constraint
medium-sized economics colleges near the beach under 20k,advisor,multi_constraint,complex,multi constraint
what schools should i apply to for psychology,counselor_teacher,recommendation,complex,recommendation
api access for college partners,advisor,b2b_partnership,llm_needed,B2B
Carnegie Mellon vs MIT for nursing,advisor,comparison,complex,comparison
medium-sized philosophy colleges near Chicago good financial aid,college_student,multi_constraint,complex,multi constraint
colleges in the Midwest under 40k with strong research,college_student,multi_constraint,complex,multi constraint
Penn State tuition vs Virginia Tech tuition,counselor_teacher,comparison,complex,comparison
does Harvard have philosophy,college_student,attribute_lookup,medium,single attribute
Northwestern tuition vs Virginia Tech tuition,advisor,comparison,complex,comparison
University of Michigan,advisor,exact_lookup,short_circuit,simple entity
rankings for Northwestern,advisor,attribute_lookup,medium,single attribute
UC San Diego vs Northwestern,college_student,comparison,complex,comparison
Georgia Tech but cheaper,counselor_teacher,rewrite_needed,complex,rewrite needed
cheapest chemistry schools near the beach,college_student,cost_financial_aid,medium,cost aid
universities with strong philosophy,advisor,filtered_search,medium,filter search
best economics schools in warm states,advisor,filtered_search,medium,filter search
colleges in warm states,advisor,filtered_search,medium,filter search
cheapest psychology schools in Texas,parent,cost_financial_aid,medium,cost aid
Caltech application deadlines,counselor_teacher,admissions_process,medium,admissions
how do i apply to UCLA,advisor,admissions_process,medium,admissions
universities with strong biology,parent,filtered_search,medium,filter search
UC Berkeley vs Virginia Tech for chemistry,college_student,comparison,complex,comparison
affordable philosophy schools near Chicago with good internships,counselor_teacher,multi_constraint,complex,multi constraint
pricing for partner universities,advisor,b2b_partnership,llm_needed,B2B
do i need sat for University of Florida,advisor,admissions_process,medium,admissions
University of Washington job placement for economics,counselor_teacher,career_outcomes,medium,career outcomes
affordable computer science schools near Chicago with good internships,advisor,multi_constraint,complex,multi constraint
Princeton,parent,exact_lookup,short_circuit,simple entity
Caltech financial aid,parent,attribute_lookup,medium,single attribute
University of Michigan job placement,counselor_teacher,attribute_lookup,medium,single attribute
best colleges for electrical engineering job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
what schools should i apply to for nursing,parent,recommendation,complex,recommendation
what schools should i apply to for data science,counselor_teacher,recommendation,complex,recommendation
best colleges for business job outcomes,advisor,career_outcomes,medium,career outcomes
Purdue tuition vs Rice University tuition,counselor_teacher,comparison,complex,comparison
schools like USC but cheaper,advisor,recommendation,complex,recommendation
Cornell scholarships,advisor,cost_financial_aid,medium,cost aid
schools like Duke but cheaper,college_student,recommendation,complex,recommendation
best chemistry schools near the beach,college_student,filtered_search,medium,filter search
small philosophy colleges near Chicago good financial aid,parent,multi_constraint,complex,multi constraint
does USC have mechanical engineering,college_student,attribute_lookup,medium,single attribute
universities with strong architecture,parent,filtered_search,medium,filter search
universities with strong data science,counselor_teacher,filtered_search,medium,filter search
Purdue application deadlines,counselor_teacher,admissions_process,medium,admissions
best philosophy schools in Texas,counselor_teacher,filtered_search,medium,filter search
best data science schools in warm states,college_student,filtered_search,medium,filter search
recommend small colleges in warm states for architecture,college_student,recommendation,complex,recommendation
Cornell average SAT,counselor_teacher,attribute_lookup,medium,single attribute
Duke job placement for engineering,parent,career_outcomes,medium,career outcomes
Caltech rankings,college_student,attribute_lookup,medium,single attribute
Purdue job placement for electrical engineering,college_student,career_outcomes,medium,career outcomes
does Duke have psychology,advisor,attribute_lookup,medium,single attribute
best economics schools in Texas,advisor,filtered_search,medium,filter search
Caltech but cheaper,college_student,rewrite_needed,complex,rewrite needed
Rice University student-to-faculty ratio,parent,attribute_lookup,medium,single attribute
University of Washington vs UCLA for business,counselor_teacher,comparison,complex,comparison
how do i apply to Georgia Tech,parent,admissions_process,medium,admissions
recommend small colleges near Chicago for psychology,parent,recommendation,complex,recommendation
colleges near Chicago under 40k with strong research,college_student,multi_constraint,complex,multi constraint
Purdue campus culture,counselor_teacher,campus_life_fit,llm_needed,fit question
best colleges for nursing job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
what schools should i apply to for data science,parent,recommendation,complex,recommendation
Georgia Tech financial aid,parent,cost_financial_aid,medium,cost aid
NYU vs Arizona State,college_student,comparison,complex,comparison
average ACT for Stanford,college_student,attribute_lookup,medium,single attribute
NYU campus culture,parent,campus_life_fit,llm_needed,fit question
Cornell scholarships,parent,cost_financial_aid,medium,cost aid
columbia,advisor,exact_lookup,short_circuit,simple entity
University of Washington campus culture,parent,campus_life_fit,llm_needed,fit question
how do i apply to University of Michigan,college_student,admissions_process,medium,admissions
Cornell student-to-faculty ratio,parent,attribute_lookup,medium,single attribute
recommend small colleges in Texas for chemistry,parent,recommendation,complex,recommendation
Harvard vs UC San Diego,parent,comparison,complex,comparison
UCLA vs Northwestern,advisor,comparison,complex,comparison
average SAT for University of Florida,parent,attribute_lookup,medium,single attribute
how do i apply to Virginia Tech,college_student,admissions_process,medium,admissions
University of Washington rankings,advisor,attribute_lookup,medium,single attribute
NYU scholarships,counselor_teacher,cost_financial_aid,medium,cost aid
Penn State campus culture,college_student,campus_life_fit,llm_needed,fit question
UT Austin financial aid,college_student,cost_financial_aid,medium,cost aid
colleges near the beach,counselor_teacher,filtered_search,medium,filter search
Penn State vs Brown for computer science,counselor_teacher,comparison,complex,comparison
best colleges for chemistry job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
Georgia Tech campus culture,counselor_teacher,campus_life_fit,llm_needed,fit question
Duke vs Harvard for biology,college_student,comparison,complex,comparison
Princeton campus culture,college_student,campus_life_fit,llm_needed,fit question
recommend medium-sized colleges near a tech hub for psychology,advisor,recommendation,complex,recommendation
Cornell vs Stanford for computer science,advisor,comparison,complex,comparison
best chemistry schools in California,counselor_teacher,filtered_search,medium,filter search
how do i apply to Caltech,parent,admissions_process,medium,admissions
does USC have business,advisor,attribute_lookup,medium,single attribute
Columbia but cheaper,counselor_teacher,rewrite_needed,complex,rewrite needed
Cornell but cheaper,advisor,rewrite_needed,complex,rewrite needed
Brown but cheaper,advisor,rewrite_needed,complex,rewrite needed
University of Washington campus culture,college_student,campus_life_fit,llm_needed,fit question
University of Michigan campus culture,parent,campus_life_fit,llm_needed,fit question
what schools should i apply to for psychology,advisor,recommendation,complex,recommendation
Virginia Tech job placement for chemistry,advisor,career_outcomes,medium,career outcomes
does Cornell have electrical engineering,college_student,attribute_lookup,medium,single attribute
what schools should i apply to for data science,advisor,recommendation,complex,recommendation
princeton,counselor_teacher,exact_lookup,short_circuit,simple entity
UCLA,counselor_teacher,exact_lookup,short_circuit,simple entity
UC San Diego job placement,college_student,attribute_lookup,medium,single attribute
Stanford tuition vs University of Washington tuition,advisor,comparison,complex,comparison
Penn State vs MIT,counselor_teacher,comparison,complex,comparison
best psychology schools in the Midwest,parent,filtered_search,medium,filter search
what schools should i apply to for chemistry,college_student,recommendation,complex,recommendation
University of Florida job placement for economics,parent,career_outcomes,medium,career outcomes
best colleges for data science job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
Cornell application deadlines,college_student,admissions_process,medium,admissions
Harvard job placement for philosophy,parent,career_outcomes,medium,career outcomes
cheapest psychology schools in the Midwest,college_student,cost_financial_aid,medium,cost aid
financial aid for Virginia Tech,parent,attribute_lookup,medium,single attribute
best nursing schools near Chicago,college_student,filtered_search,medium,filter search
how do i apply to Northwestern,college_student,admissions_process,medium,admissions
colleges near Chicago under 20k with strong research,college_student,multi_constraint,complex,multi constraint
affordable architecture schools in Texas with good internships,parent,multi_constraint,complex,multi constraint
purdue,advisor,exact_lookup,short_circuit,simple entity
small biology colleges in California low tuition,college_student,multi_constraint,complex,multi constraint
schools like Penn State but cheaper,college_student,recommendation,complex,recommendation
rankings for Carnegie Mellon,advisor,attribute_lookup,medium,single attribute
ut austin,parent,exact_lookup,short_circuit,simple entity
colleges near a tech hub good financial aid with strong research,college_student,multi_constraint,complex,multi constraint
brown,parent,exact_lookup,short_circuit,simple entity
large architecture colleges in the Midwest good financial aid,college_student,multi_constraint,complex,multi constraint
affordable architecture schools in the Midwest with good internships,advisor,multi_constraint,complex,multi constraint
schools like University of Florida but cheaper,counselor_teacher,recommendation,complex,recommendation
how do i apply to Northwestern,advisor,admissions_process,medium,admissions
recommend small colleges in Texas for chemistry,advisor,recommendation,complex,recommendation
how do i apply to Rice University,parent,admissions_process,medium,admissions
small mechanical engineering colleges in warm states under 20k,parent,multi_constraint,complex,multi constraint
USC,advisor,exact_lookup,short_circuit,simple entity
large philosophy colleges in warm states low tuition,parent,multi_constraint,complex,multi constraint
University of Florida tuition vs Arizona State tuition,counselor_teacher,comparison,complex,comparison
schools like Arizona State but cheaper,parent,recommendation,complex,recommendation
NYU vs Duke for engineering,parent,comparison,complex,comparison
Harvard financial aid,counselor_teacher,cost_financial_aid,medium,cost aid
recommend medium-sized colleges near Chicago for chemistry,counselor_teacher,recommendation,complex,recommendation
Duke but cheaper,counselor_teacher,rewrite_needed,complex,rewrite needed
Columbia student-to-faculty ratio,counselor_teacher,attribute_lookup,medium,single attribute
Columbia,parent,exact_lookup,short_circuit,simple entity
do i need sat for USC,counselor_teacher,admissions_process,medium,admissions
how do i apply to UT Austin,counselor_teacher,admissions_process,medium,admissions
financial aid for University of Michigan,counselor_teacher,attribute_lookup,medium,single attribute
Arizona State campus culture,college_student,campus_life_fit,llm_needed,fit question
how do i apply to Columbia,parent,admissions_process,medium,admissions
does Arizona State have aerospace engineering,advisor,attribute_lookup,medium,single attribute
job placement for University of Florida,advisor,attribute_lookup,medium,single attribute
NYU application deadlines,parent,admissions_process,medium,admissions
large aerospace engineering colleges in California under 30k,advisor,multi_constraint,complex,multi constraint
Arizona State vs Harvard for biology,counselor_teacher,comparison,complex,comparison
universities with strong business,counselor_teacher,filtered_search,medium,filter search
NYU financial aid,advisor,cost_financial_aid,medium,cost aid
University of Washington job placement for philosophy,advisor,career_outcomes,medium,career outcomes
do i need sat for Cornell,college_student,admissions_process,medium,admissions
small psychology colleges in warm states under 40k,counselor_teacher,multi_constraint,complex,multi constraint
affordable chemistry schools near Chicago with good internships,parent,multi_constraint,complex,multi constraint
Harvard financial aid,advisor,cost_financial_aid,medium,cost aid
affordable data science schools in warm states with good internships,college_student,multi_constraint,complex,multi constraint
colleges near the beach low tuition with strong research,advisor,multi_constraint,complex,multi constraint
Columbia rankings,college_student,attribute_lookup,medium,single attribute
schools like MIT but cheaper,counselor_teacher,recommendation,complex,recommendation
affordable aerospace engineering schools in Texas with good internships,counselor_teacher,multi_constraint,complex,multi constraint
small nursing colleges in warm states good financial aid,advisor,multi_constraint,complex,multi constraint
Cornell job placement for mechanical engineering,parent,career_outcomes,medium,career outcomes
UC San Diego vs Rice University for engineering,counselor_teacher,comparison,complex,comparison
does Columbia have biology,parent,attribute_lookup,medium,single attribute
colleges near the beach,parent,filtered_search,medium,filter search
does Caltech have economics,parent,attribute_lookup,medium,single attribute
colleges near the beach good financial aid with strong research,counselor_teacher,multi_constraint,complex,multi constraint
USC location,college_student,attribute_lookup,medium,single attribute
University of Florida internships,counselor_teacher,attribute_lookup,medium,single attribute
colleges near the beach under 20k with strong research,counselor_teacher,multi_constraint,complex,multi constraint
affordable aerospace engineering schools in the Midwest with good internships,parent,multi_constraint,complex,multi constraint
cheapest psychology schools near the beach,advisor,cost_financial_aid,medium,cost aid
Georgia Tech vs Duke,advisor,comparison,complex,comparison
Harvard financial aid,parent,cost_financial_aid,medium,cost aid
cheapest engineering schools near a tech hub,college_student,cost_financial_aid,medium,cost aid
UT Austin but cheaper,counselor_teacher,rewrite_needed,complex,rewrite needed
does Cornell have data science,counselor_teacher,attribute_lookup,medium,single attribute
small psychology colleges near the beach under 40k,advisor,multi_constraint,complex,multi constraint
best colleges for nursing job outcomes,advisor,career_outcomes,medium,career outcomes
large nursing colleges near a tech hub low tuition,parent,multi_constraint,complex,multi constraint
cheapest psychology schools near a tech hub,parent,cost_financial_aid,medium,cost aid
how do i apply to Columbia,college_student,admissions_process,medium,admissions
recommend medium-sized colleges near the beach for computer science,advisor,recommendation,complex,recommendation
Rice University scholarships,advisor,cost_financial_aid,medium,cost aid
internships for UC Berkeley,parent,attribute_lookup,medium,single attribute
best aerospace engineering schools in Texas,counselor_teacher,filtered_search,medium,filter search
Rice University vs Columbia for economics,parent,comparison,complex,comparison
Columbia scholarships,parent,cost_financial_aid,medium,cost aid
medium-sized economics colleges near the beach low tuition,advisor,multi_constraint,complex,multi constraint
rankings for Duke,parent,attribute_lookup,medium,single attribute
affordable electrical engineering schools in warm states with good internships,parent,multi_constraint,complex,multi constraint
MIT campus culture,counselor_teacher,campus_life_fit,llm_needed,fit question
duke,advisor,exact_lookup,short_circuit,simple entity
colleges near Chicago under 30k with strong research,college_student,multi_constraint,complex,multi constraint
affordable computer science schools in the Midwest with good internships,advisor,multi_constraint,complex,multi constraint
small business colleges near Chicago good financial aid,counselor_teacher,multi_constraint,complex,multi constraint
Duke application deadlines,parent,admissions_process,medium,admissions
University of Florida application deadlines,counselor_teacher,admissions_process,medium,admissions
harvard,counselor_teacher,exact_lookup,short_circuit,simple entity
best chemistry schools in Texas,parent,filtered_search,medium,filter search
Arizona State scholarships,advisor,cost_financial_aid,medium,cost aid
large nursing colleges in warm states low tuition,college_student,multi_constraint,complex,multi constraint
Princeton but cheaper,parent,rewrite_needed,complex,rewrite needed
NYU job placement for mechanical engineering,counselor_teacher,career_outcomes,medium,career outcomes
NYU campus culture,advisor,campus_life_fit,llm_needed,fit question
UCLA vs Duke,advisor,comparison,complex,comparison
Northwestern job placement for aerospace engineering,counselor_teacher,career_outcomes,medium,career outcomes
affordable chemistry schools in warm states with good internships,counselor_teacher,multi_constraint,complex,multi constraint
University of Michigan application deadlines,college_student,admissions_process,medium,admissions
UT Austin scholarships,parent,cost_financial_aid,medium,cost aid
Harvard vs Carnegie Mellon for philosophy,parent,comparison,complex,comparison
best aerospace engineering schools near a tech hub,counselor_teacher,filtered_search,medium,filter search
NYU vs Penn State,college_student,comparison,complex,comparison
does Harvard have business,counselor_teacher,attribute_lookup,medium,single attribute
Georgia Tech job placement for aerospace engineering,advisor,career_outcomes,medium,career outcomes
universities with strong engineering,counselor_teacher,filtered_search,medium,filter search
USC vs Rice University for architecture,parent,comparison,complex,comparison
cheapest psychology schools in the Midwest,parent,cost_financial_aid,medium,cost aid
Arizona State campus culture,counselor_teacher,campus_life_fit,llm_needed,fit question
Purdue application deadlines,parent,admissions_process,medium,admissions
recommend small colleges in California for engineering,advisor,recommendation,complex,recommendation
MIT tuition,parent,attribute_lookup,medium,single attribute
Brown vs Harvard,college_student,comparison,complex,comparison
recommend small colleges in Texas for data science,college_student,recommendation,complex,recommendation
affordable nursing schools in warm states with good internships,advisor,multi_constraint,complex,multi constraint
affordable biology schools near the beach with good internships,counselor_teacher,multi_constraint,complex,multi constraint
cheapest computer science schools in warm states,counselor_teacher,cost_financial_aid,medium,cost aid
Duke job placement for biology,parent,career_outcomes,medium,career outcomes
cheapest nursing schools near the beach,college_student,cost_financial_aid,medium,cost aid
do i need sat for UC Berkeley,college_student,admissions_process,medium,admissions
Brown financial aid,advisor,cost_financial_aid,medium,cost aid
Rice University vs Purdue,college_student,comparison,complex,comparison
recommend medium-sized colleges in the Midwest for biology,counselor_teacher,recommendation,complex,recommendation
colleges near a tech hub good financial aid with strong research,parent,multi_constraint,complex,multi constraint
universities with strong biology,counselor_teacher,filtered_search,medium,filter search
what schools should i apply to for philosophy,advisor,recommendation,complex,recommendation
universities with strong business,college_student,filtered_search,medium,filter search
UC San Diego vs Virginia Tech,college_student,comparison,complex,comparison
UT Austin but cheaper,parent,rewrite_needed,complex,rewrite needed
medium-sized business colleges near a tech hub low tuition,advisor,multi_constraint,complex,multi constraint
Cornell,parent,exact_lookup,short_circuit,simple entity
NYU job placement,advisor,attribute_lookup,medium,single attribute
Northwestern,advisor,exact_lookup,short_circuit,simple entity
