query_text,persona,intent_label,primary_route,complexity,entities,route,notes,source_file,raw_persona,raw_intent,raw_route,standardization_notes,entity_types
how do i apply to Princeton,high_school_student,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,high_school_student,admissions_process,,"persona:high_school_student->high_school_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
Arizona State tuition vs UT Austin tuition,college_student,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,college_student,comparison,,"persona:college_student->college_student,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
Purdue vs UCLA,counselor_teacher,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
UC Irvine average ACT,college_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",
Carnegie Mellon,parent,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,parent,exact_lookup,,"persona:parent->parent,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
how do we update our school profile data,advisor,b2b_partnership,b2b,medium,nan,nan,B2B,Data - Shivansh.csv,advisor,b2b_partnership,,"persona:advisor->advisor,intent:b2b_partnership->b2b_partnership,intent:validated_b2b_partnership,primary_route:query:b2b_pattern",b2b_request_type
how to lower college costs,counselor_teacher,cost_financial_aid,retrieval,medium,nan,nan,cost / aid,Data - Shivansh.csv,counselor_teacher,cost_financial_aid,,"persona:counselor_teacher->counselor_teacher,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval",
schools on the East Coast with low student-to-faculty ratio,high_school_student,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,high_school_student,filtered_search,,"persona:high_school_student->high_school_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
does NYU have mechanical engineering,parent,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit","school,major_or_program"
colleges near a major tech hub full ride options with strong research and internships,high_school_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,high_school_student,multi_constraint,,"persona:high_school_student->high_school_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",cost_constraint
what schools should i apply to for finance not Florida under 30k,parent,filtered_search,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval",location
how do i apply to University of Florida,college_student,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,location"
affordable political science schools near a major tech hub with good job placement,parent,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",career_outcome_cue
best colleges for computer science job outcomes,parent,career_outcomes,shortcut,short_circuit,nan,nan,outcomes,Data - Shivansh.csv,parent,career_outcomes,,"persona:parent->parent,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:complexity:short_circuit","major_or_program,career_outcome_cue"
University of Wisconsin vs Columbia,parent,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
how do i apply to Duke,advisor,admissions_process,retrieval,complex,nan,nan,how-to / admissions,Data - Shivansh.csv,advisor,admissions_process,,"persona:advisor->advisor,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
schools like Rice University but cheaper,parent,recommendation,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,rewrite_cue"
University of Washington tuition vs Arizona State tuition,parent,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
UC Berkeley financial aid for out of state,parent,cost_financial_aid,retrieval,medium,nan,nan,cost / aid,Data - Shivansh.csv,parent,cost_financial_aid,,"persona:parent->parent,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
small philosophy colleges not Florida under 40k safety schools,counselor_teacher,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,counselor_teacher,multi_constraint,,"persona:counselor_teacher->counselor_teacher,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
four year cost of Vanderbilt including housing,parent,filtered_search,retrieval,medium,nan,nan,1–2 filters; parent framing,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","school,cost_constraint,admissions_or_attribute_signal"
what essays does Columbia require,college_student,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
four year cost of USC including housing,parent,comparison,retrieval,complex,nan,nan,compare entities; parent framing,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,cost_constraint,admissions_or_attribute_signal"
Caltech mental health counseling,counselor_teacher,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,counselor_teacher,attribute_lookup,,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",
NYU,college_student,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,college_student,exact_lookup,,"persona:college_student->college_student,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
affordable engineering schools near Chicago with good job placement,high_school_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,high_school_student,multi_constraint,,"persona:high_school_student->high_school_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,career_outcome_cue"
affordable pre-law schools in California with good job placement,high_school_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,high_school_student,multi_constraint,,"persona:high_school_student->high_school_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,career_outcome_cue"
how do i apply to University of Maryland,counselor_teacher,admissions_process,retrieval,medium,nan,nan,how-to / admissions; counselor framing,Data - Shivansh.csv,counselor_teacher,admissions_process,,"persona:counselor_teacher->counselor_teacher,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
how do i apply to University of Washington,counselor_teacher,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,counselor_teacher,admissions_process,,"persona:counselor_teacher->counselor_teacher,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
do i need sat for Purdue,college_student,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
UC Berkeley scholarships,parent,cost_financial_aid,shortcut,short_circuit,nan,nan,cost / aid; parent framing,Data - Shivansh.csv,parent,cost_financial_aid,,"persona:parent->parent,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:complexity:short_circuit","school,cost_constraint"
how do i apply to Columbia,high_school_student,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,high_school_student,admissions_process,,"persona:high_school_student->high_school_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
schools good for non-competitive culture,advisor,campus_life_fit,llm,llm_needed,nan,nan,subjective fit,Data - Shivansh.csv,advisor,campus_life_fit,,"persona:advisor->advisor,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed",fit_or_culture_cue
schools near a major tech hub with low student-to-faculty ratio,parent,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",
enterprise access for counselors and districts,college_student,b2b_partnership,b2b,medium,nan,nan,B2B,Data - Shivansh.csv,college_student,b2b_partnership,,"persona:college_student->college_student,intent:b2b_partnership->b2b_partnership,intent:validated_b2b_partnership,primary_route:intent:b2b_partnership->b2b",b2b_request_type
what schools should i apply to for nursing in the Midwest under 40k,advisor,filtered_search,shortcut,short_circuit,nan,nan,needs recommendations,Data - Shivansh.csv,advisor,recommendation,,"persona:advisor->advisor,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:complexity:short_circuit","major_or_program,location"
best colleges for architecture job outcomes,high_school_student,career_outcomes,retrieval,medium,nan,nan,outcomes,Data - Shivansh.csv,high_school_student,career_outcomes,,"persona:high_school_student->high_school_student,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","major_or_program,career_outcome_cue"
recommend large colleges in warm states for public health reach schools,parent,recommendation,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,parent,recommendation,,"persona:parent->parent,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval",location
schools like University of Florida but cheaper,counselor_teacher,recommendation,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,counselor_teacher,recommendation,,"persona:counselor_teacher->counselor_teacher,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,location,rewrite_cue"
four year cost of Boston University including housing,parent,rewrite_needed,llm,complex,nan,nan,needs rewrite; parent framing,Data - Shivansh.csv,parent,rewrite_needed,,"persona:parent->parent,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm","school,cost_constraint,admissions_or_attribute_signal"
four year cost of Stanford including housing,parent,campus_life_fit,llm,llm_needed,nan,nan,subjective fit; parent framing,Data - Shivansh.csv,parent,campus_life_fit,,"persona:parent->parent,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,cost_constraint,admissions_or_attribute_signal"
Arizona State scholarships,college_student,cost_financial_aid,retrieval,medium,nan,nan,cost / aid,Data - Shivansh.csv,college_student,cost_financial_aid,,"persona:college_student->college_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
schools like University of Florida but cheaper,college_student,recommendation,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,college_student,recommendation,,"persona:college_student->college_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,location,rewrite_cue"
Boston University tuition vs USC tuition,parent,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
does UC Berkeley have film,advisor,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit","school,major_or_program"
Brown housing guarantee,parent,filtered_search,retrieval,medium,nan,nan,1–2 filters; parent framing,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","school,admissions_or_attribute_signal"
does UC Berkeley have data science,college_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",school
do i need sat for Caltech,counselor_teacher,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,counselor_teacher,admissions_process,,"persona:counselor_teacher->counselor_teacher,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",admissions_or_attribute_signal
how do i apply to University of Michigan,college_student,admissions_process,llm,llm_needed,nan,nan,how-to / admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:complexity:llm_needed",school
Cornell housing guarantee,parent,filtered_search,retrieval,medium,nan,nan,1–2 filters; parent framing,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","school,admissions_or_attribute_signal"
student-to-faculty ratio for Caltech,high_school_student,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,high_school_student,attribute_lookup,,"persona:high_school_student->high_school_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",
what essays does UC San Diego require,advisor,admissions_process,retrieval,medium,nan,nan,how-to / admissions; advisor framing,Data - Shivansh.csv,advisor,admissions_process,,"persona:advisor->advisor,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",
does Penn State have economics,parent,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute; parent framing,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit","school,major_or_program"
Brown tuition vs University of Florida tuition,high_school_student,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,high_school_student,comparison,,"persona:high_school_student->high_school_student,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,location,cost_constraint"
does Northeastern have economics,high_school_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,high_school_student,attribute_lookup,,"persona:high_school_student->high_school_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",major_or_program
small data science colleges near the beach under 30k safety schools,parent,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
large electrical engineering colleges near the beach low tuition not too competitive,college_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,cost_constraint"
University of Michigan chill campus,counselor_teacher,campus_life_fit,llm,llm_needed,nan,nan,subjective fit,Data - Shivansh.csv,counselor_teacher,campus_life_fit,,"persona:counselor_teacher->counselor_teacher,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
Duke housing guarantee,parent,direct_lookup,shortcut,short_circuit,nan,nan,simple entity; parent framing,Data - Shivansh.csv,parent,exact_lookup,,"persona:parent->parent,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit","school,admissions_or_attribute_signal"
Brown application deadlines,parent,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,parent,admissions_process,,"persona:parent->parent,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
clubs for University of Wisconsin,advisor,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",school
large economics colleges in warm states low tuition safety schools,college_student,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,cost_constraint"
Brown tuition vs Carnegie Mellon tuition,parent,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
does Georgia Tech have pre-law,college_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit","school,major_or_program"
do i need sat for UCLA,advisor,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,advisor,admissions_process,,"persona:advisor->advisor,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
Harvard but cheaper,high_school_student,rewrite_needed,llm,complex,nan,nan,needs rewrite,Data - Shivansh.csv,high_school_student,rewrite_needed,,"persona:high_school_student->high_school_student,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm","school,rewrite_cue"
Northeastern research opportunities,college_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",
does Georgia Tech have architecture,college_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit","school,major_or_program"
colleges in warm states,parent,filtered_search,llm,llm_needed,nan,nan,1–2 filters,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:complexity:llm_needed",location
University of Maryland,parent,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,parent,exact_lookup,,"persona:parent->parent,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",school
UC Berkeley application deadlines,college_student,admissions_process,retrieval,complex,nan,nan,how-to / admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
recommend small colleges in Texas for political science reach schools,high_school_student,recommendation,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,high_school_student,recommendation,,"persona:high_school_student->high_school_student,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval",location
four year cost of UC Berkeley including housing,parent,campus_life_fit,llm,llm_needed,nan,nan,subjective fit; parent framing,Data - Shivansh.csv,parent,campus_life_fit,,"persona:parent->parent,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,cost_constraint,admissions_or_attribute_signal"
what schools should i apply to for film in Texas under 20k,high_school_student,filtered_search,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,high_school_student,recommendation,,"persona:high_school_student->high_school_student,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location"
create reach target safety list for mechanical engineering in California under 40k,advisor,rewrite_needed,llm,complex,nan,nan,needs rewrite; advisor framing,Data - Shivansh.csv,advisor,rewrite_needed,,"persona:advisor->advisor,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm","major_or_program,location"
universities with strong biology,college_student,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,college_student,filtered_search,,"persona:college_student->college_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",major_or_program
University of Maryland job placement,high_school_student,attribute_lookup,shortcut,complex,nan,nan,single attribute,Data - Shivansh.csv,high_school_student,attribute_lookup,,"persona:high_school_student->high_school_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,career_outcome_cue"
how do i apply to Georgia Tech,advisor,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,advisor,admissions_process,,"persona:advisor->advisor,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
colleges in warm states under 30k with strong research and internships,parent,multi_constraint,retrieval,complex,nan,nan,multi-constraint; parent framing,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
colleges in warm states under 30k with strong research and internships,counselor_teacher,multi_constraint,retrieval,complex,nan,nan,multi-constraint,Data - Shivansh.csv,counselor_teacher,multi_constraint,,"persona:counselor_teacher->counselor_teacher,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
schools good for non-competitive culture,parent,campus_life_fit,llm,medium,nan,nan,subjective fit; parent framing,Data - Shivansh.csv,parent,campus_life_fit,,"persona:parent->parent,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:intent:campus_life_fit->llm",fit_or_culture_cue
Caltech,high_school_student,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,high_school_student,exact_lookup,,"persona:high_school_student->high_school_student,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",
do i need sat for NYU,parent,admissions_process,retrieval,medium,nan,nan,how-to / admissions,Data - Shivansh.csv,parent,admissions_process,,"persona:parent->parent,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
best colleges for economics job outcomes,advisor,career_outcomes,retrieval,medium,nan,nan,outcomes,Data - Shivansh.csv,advisor,career_outcomes,,"persona:advisor->advisor,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","major_or_program,career_outcome_cue"
University of Maryland average ACT,high_school_student,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,high_school_student,attribute_lookup,,"persona:high_school_student->high_school_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",school
does Cornell have business,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute; advisor framing,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,major_or_program"
what schools should i apply to for film in the Midwest under 30k,advisor,filtered_search,retrieval,complex,nan,nan,needs recommendations; advisor framing,Data - Shivansh.csv,advisor,recommendation,,"persona:advisor->advisor,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location"
University of Wisconsin tuition vs UCLA tuition,college_student,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,college_student,comparison,,"persona:college_student->college_student,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
best computer science schools near the beach,high_school_student,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,high_school_student,filtered_search,,"persona:high_school_student->high_school_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location"
UC San Diego,college_student,direct_lookup,shortcut,short_circuit,nan,nan,simple entity,Data - Shivansh.csv,college_student,exact_lookup,,"persona:college_student->college_student,intent:exact_lookup->direct_lookup,intent:validated_direct_lookup,primary_route:complexity:short_circuit",
NYU admissions profile average sat and gpa,counselor_teacher,recommendation,retrieval,complex,nan,nan,needs recommendations; counselor framing,Data - Shivansh.csv,counselor_teacher,recommendation,,"persona:counselor_teacher->counselor_teacher,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,admissions_or_attribute_signal"
best psychology schools in warm states,parent,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location"
what schools should i apply to for electrical engineering on the East Coast good financial aid,counselor_teacher,filtered_search,retrieval,complex,nan,nan,needs recommendations,Data - Shivansh.csv,counselor_teacher,recommendation,,"persona:counselor_teacher->counselor_teacher,intent:recommendation->recommendation,intent:recommendation_broad_search->filtered_search,primary_route:intent:filtered_search->retrieval","major_or_program,location,cost_constraint"
what essays does Cornell require,college_student,admissions_process,llm,llm_needed,nan,nan,how-to / admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:complexity:llm_needed",school
does University of Maryland have political science,counselor_teacher,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute,Data - Shivansh.csv,counselor_teacher,attribute_lookup,,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit",school
create reach target safety list for neuroscience not Florida under 40k,advisor,attribute_lookup,shortcut,short_circuit,nan,nan,single attribute; advisor framing,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:complexity:short_circuit","major_or_program,location"
universities with strong pre-med,college_student,filtered_search,retrieval,medium,nan,nan,1–2 filters,Data - Shivansh.csv,college_student,filtered_search,,"persona:college_student->college_student,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",major_or_program
cheapest pre-law schools in the Midwest,high_school_student,cost_financial_aid,retrieval,medium,nan,nan,cost / aid,Data - Shivansh.csv,high_school_student,cost_financial_aid,,"persona:high_school_student->high_school_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","major_or_program,location"
University of Michigan tuition vs UC Berkeley tuition,parent,comparison,retrieval,complex,nan,nan,compare entities,Data - Shivansh.csv,parent,comparison,,"persona:parent->parent,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,cost_constraint"
