query_text,intent_raw,complexity_raw,persona_raw,pipeline_raw,entities_raw,notes_raw,source_file,source_row,query_norm,query_id,intent,persona,observed_route_raw,observed_route,pipeline,pipeline_route
scholarship officer urban eng low grad,advisory,high,Scholarship foundation officer,llm_advisory,major:engineering; location:urban; attribute:graduation_rate,Program evaluation,Data - Nimisha.csv,632,scholarship officer urban eng low grad,8425d252daf965f2,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf mech credits lost?,advisory,high,Transfer student,llm_advisory,major:mechanical_engineering; attribute:credit_transfer,Credit transfer concern,Data - Nimisha.csv,633,transf mech credits lost,c847bc783f6d47cc,advisory,transfer_student,high,high,llm_advisory,
edtech founder art VR collab,strategy,high,EdTech founder,llm_strategy,major:art; attribute:VR_collaboration,Product idea,Data - Nimisha.csv,640,edtech founder art vr collab,e05d61cb980ff1f8,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer STEM girls low rural,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; attribute:gender_equity; location:rural,Equity concern,Data - Nimisha.csv,641,scholarship officer stem girls low rural,4c90310c6d889ab7,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf aero prereq mess,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Course mismatch,Data - Nimisha.csv,642,transf aero prereq mess,3f5e1f6a1cf6355e,advisory,transfer_student,high,high,llm_advisory,
intl student OPT panic,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:opt,Visa stress,Data - Nimisha.csv,644,intl student opt panic,75ff7dd33c3bb256,emotional_advisory,international_student,high,high,llm_advisory,
career change late 20s law2CS,emotional_advisory,high,Career changer,llm_advisory,age:late_20s; prior_degree:law; major:CS,Pivot worry,Data - Nimisha.csv,646,career change late 20s law2cs,2baa5e7d994b8877,emotional_advisory,career_changer,high,high,llm_advisory,
hiring mgr AI grads applied weak,advisory,high,Industry hiring manager,llm_advisory,major:AI; attribute:applied,Applied skill concern,Data - Nimisha.csv,648,hiring mgr ai grads applied weak,202d1f805744ab63,advisory,industry_hiring_manager,high,high,llm_advisory,
edtech founder VR mech lab,strategy,high,EdTech founder,llm_strategy,major:mechanical_engineering; attribute:VR_lab,Innovation,Data - Nimisha.csv,649,edtech founder vr mech lab,766a368cf50c249a,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer rural CS,advisory,high,Scholarship foundation officer,llm_advisory,major:computer_science; location:rural,Access concern,Data - Nimisha.csv,650,scholarship officer rural cs,3bcf503accea20bf,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf aero prereq missing,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Scheduling,Data - Nimisha.csv,651,transf aero prereq missing,c48c232f5820043d,advisory,transfer_student,high,high,llm_advisory,
intl student OPT panic 2,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:opt,Visa stress repeat variant,Data - Nimisha.csv,653,intl student opt panic 2,690882096fe41a0d,emotional_advisory,international_student,high,high,llm_advisory,
edtech founder project CS lab 2,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:project_based_learning,Product idea variant,Data - Nimisha.csv,658,edtech founder project cs lab 2,f9b88359fee95a11,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer undergrad success,advisory,high,Scholarship foundation officer,llm_advisory,degree:undergraduate; attribute:success_rate,Program evaluation,Data - Nimisha.csv,659,scholarship officer undergrad success,3ae0c5ffa4c31ef4,advisory,scholarship_foundation_officer,high,high,llm_advisory,
How can international students secure an internship in mechanical engineering?,advisory,high,International student,llm_advisory,major:mechanical_engineering; attribute:internship; visa:required,Visa and internship,Data - Nimisha.csv,662,how can international students secure an internship in mechanical engineering,3d6607b11d3bb3d0,advisory,international_student,high,high,llm_advisory,
How can I create a math learning app for community college students?,strategy,high,EdTech founder,llm_strategy,major:mathematics; audience:community_college,Product concept,Data - Nimisha.csv,667,how can i create a math learning app for community college students,de8f4a90dec4e021,strategy,edtech_founder,high,high,llm_strategy,
What scholarships support rural STEM students?,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; location:rural,Equity program,Data - Nimisha.csv,668,what scholarships support rural stem students,54c3f6fe5b122b4b,advisory,scholarship_foundation_officer,high,high,llm_advisory,
What should I do if my biology prerequisites do not transfer as a transfer student?,advisory,high,Transfer student,llm_advisory,major:biology; attribute:prerequisites,Transfer issue,Data - Nimisha.csv,669,what should i do if my biology prerequisites do not transfer as a transfer student,b2ccdcc1ec602934,advisory,transfer_student,high,high,llm_advisory,
How prepared are AI graduates in applied projects versus theory?,advisory,high,Industry hiring manager,llm_advisory,major:AI; attribute:applied,Skill assessment,Data - Nimisha.csv,675,how prepared are ai graduates in applied projects versus theory,e2af350e4dd86f82,advisory,industry_hiring_manager,high,high,llm_advisory,
How can a VR lab improve collaboration in mechanical engineering courses?,strategy,high,EdTech founder,llm_strategy,major:mechanical_engineering; attribute:VR_lab,Innovation strategy,Data - Nimisha.csv,676,how can a vr lab improve collaboration in mechanical engineering courses,181500bd3db11185,strategy,edtech_founder,high,high,llm_strategy,
What programs support rural computer science students with low graduation rates?,advisory,high,Scholarship foundation officer,llm_advisory,major:computer_science; location:rural; attribute:graduation_rate,Program evaluation,Data - Nimisha.csv,677,what programs support rural computer science students with low graduation rates,90d09b7223749ecc,advisory,scholarship_foundation_officer,high,high,llm_advisory,
How do transfer students handle lost mechanical engineering credits?,advisory,high,Transfer student,llm_advisory,major:mechanical_engineering; attribute:credit_transfer,Credit recovery guidance,Data - Nimisha.csv,678,how do transfer students handle lost mechanical engineering credits,88be255919046d5f,advisory,transfer_student,high,high,llm_advisory,
How can project-based CS labs enhance learning outcomes?,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:project_based_learning,Curriculum design,Data - Nimisha.csv,685,how can project-based cs labs enhance learning outcomes,7c1632e30a454c99,strategy,edtech_founder,high,high,llm_strategy,
How do scholarship programs measure undergraduate success rates?,advisory,high,Scholarship foundation officer,llm_advisory,degree:undergraduate; attribute:success_rate,Program evaluation,Data - Nimisha.csv,686,how do scholarship programs measure undergraduate success rates,c0e7355176ee831f,advisory,scholarship_foundation_officer,high,high,llm_advisory,
How do transfer students resolve conflicts in aerospace prerequisites?,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Scheduling conflicts,Data - Nimisha.csv,687,how do transfer students resolve conflicts in aerospace prerequisites,30bae14b9fa59ad1,advisory,transfer_student,high,high,llm_advisory,
How do international students manage OPT stress in STEM programs?,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:OPT,Visa/employment concern,Data - Nimisha.csv,689,how do international students manage opt stress in stem programs,5f380ebe245b9571,emotional_advisory,international_student,high,high,llm_advisory,
What are the risks of switching from law to computer science in your 20s?,emotional_advisory,high,Career changer,llm_advisory,age:20s; prior_degree:law; major:CS,Career pivot,Data - Nimisha.csv,691,what are the risks of switching from law to computer science in your 20s,32e75f82fa5e3457,emotional_advisory,career_changer,high,high,llm_advisory,
How strong are AI graduates in applied projects compared to theory?,advisory,high,Industry hiring manager,llm_advisory,major:AI; attribute:applied,Skill evaluation,Data - Nimisha.csv,693,how strong are ai graduates in applied projects compared to theory,d8540ea29486974e,advisory,industry_hiring_manager,high,high,llm_advisory,
How can VR labs enhance collaboration for mechanical engineering students?,strategy,high,EdTech founder,llm_strategy,major:mechanical_engineering; attribute:VR_lab,Innovation,Data - Nimisha.csv,694,how can vr labs enhance collaboration for mechanical engineering students,313e9fa21aca9ebe,strategy,edtech_founder,high,high,llm_strategy,
How can rural computer science students increase graduation rates?,advisory,high,Scholarship foundation officer,llm_advisory,major:computer_science; location:rural; attribute:graduation_rate,Program guidance,Data - Nimisha.csv,695,how can rural computer science students increase graduation rates,eb1a030de4288e21,advisory,scholarship_foundation_officer,high,high,llm_advisory,
How do transfer students handle missing aerospace prerequisites?,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Academic planning,Data - Nimisha.csv,696,how do transfer students handle missing aerospace prerequisites,9999a1d47655c950,advisory,transfer_student,high,high,llm_advisory,
How do international students manage OPT deadlines and stress?,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:OPT,Visa management,Data - Nimisha.csv,698,how do international students manage opt deadlines and stress,4b4e4bbd82e31d10,emotional_advisory,international_student,high,high,llm_advisory,
How do project-based computer science labs improve learning?,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:project_based_learning,Curriculum development,Data - Nimisha.csv,703,how do project-based computer science labs improve learning,23b250ecc22c84f7,strategy,edtech_founder,high,high,llm_strategy,
How are undergraduate success rates measured for scholarship programs?,advisory,high,Scholarship foundation officer,llm_advisory,degree:undergraduate; attribute:success_rate,Program evaluation,Data - Nimisha.csv,704,how are undergraduate success rates measured for scholarship programs,52a8de56a5a21aa3,advisory,scholarship_foundation_officer,high,high,llm_advisory,
What are the visa requirements for international students doing research abroad?,advisory,high,International student,llm_advisory,attribute:research; visa:required,Research travel guidance,Data - Nimisha.csv,707,what are the visa requirements for international students doing research abroad,1859ae2c513344cb,advisory,international_student,high,high,llm_advisory,
Are there bridge programs for graduate applicants from unrelated undergraduate majors?,advisory,high,Graduate applicant,llm_advisory,attribute:bridge_program; prior_degree:unrelated,Admission pathways,Data - Nimisha.csv,708,are there bridge programs for graduate applicants from unrelated undergraduate majors,e58233153e33c91f,advisory,graduate_applicant,high,high,llm_advisory,
What competencies are most important for industry hiring managers in cybersecurity roles?,advisory,high,Industry hiring manager,llm_advisory,field:cybersecurity; attribute:competencies,Skill prioritization,Data - Nimisha.csv,711,what competencies are most important for industry hiring managers in cybersecurity roles,ea9520057099d9c7,advisory,industry_hiring_manager,high,high,llm_advisory,
How can an EdTech founder design a coding bootcamp for adult learners?,strategy,high,EdTech founder,llm_strategy,audience:adult_learners; course:coding_bootcamp,Program design,Data - Nimisha.csv,712,how can an edtech founder design a coding bootcamp for adult learners,c48670c862752de7,strategy,edtech_founder,high,high,llm_strategy,
How can scholarship officers identify students from underrepresented communities?,advisory,high,Scholarship foundation officer,llm_advisory,attribute:underrepresented; program:scholarship,Equity identification,Data - Nimisha.csv,713,how can scholarship officers identify students from underrepresented communities,97f763594bcde723,advisory,scholarship_foundation_officer,high,high,llm_advisory,
What are the challenges transfer students face with financial aid?,advisory,high,Transfer student,llm_advisory,attribute:financial_aid,Funding guidance,Data - Nimisha.csv,714,what are the challenges transfer students face with financial aid,5511a915c8dc1196,advisory,transfer_student,high,high,llm_advisory,
How can EdTech founders design interactive VR experiences for physics courses?,strategy,high,EdTech founder,llm_strategy,major:physics; attribute:VR,Product innovation,Data - Nimisha.csv,721,how can edtech founders design interactive vr experiences for physics courses,012bc7ec4a5c573f,strategy,edtech_founder,high,high,llm_strategy,
How can EdTech founders incorporate AI tutors into online courses?,strategy,high,EdTech founder,llm_strategy,attribute:AI_tutors; course:online,Product design,Data - Nimisha.csv,730,how can edtech founders incorporate ai tutors into online courses,d140345860625e8e,strategy,edtech_founder,high,high,llm_strategy,
How can scholarship officers support first-generation college students?,advisory,high,Scholarship foundation officer,llm_advisory,attribute:first_generation,Equity support,Data - Nimisha.csv,731,how can scholarship officers support first-generation college students,79a424c4f32db84c,advisory,scholarship_foundation_officer,high,high,llm_advisory,
What transfer credit policies exist for engineering students moving universities?,advisory,high,Transfer student,llm_advisory,major:engineering; attribute:credit_transfer,Academic planning,Data - Nimisha.csv,732,what transfer credit policies exist for engineering students moving universities,01f3abb777198cb9,advisory,transfer_student,high,high,llm_advisory,
What technical competencies are most valued by hiring managers for data science roles?,advisory,high,Industry hiring manager,llm_advisory,field:data_science; attribute:technical_competencies,Skill prioritization,Data - Nimisha.csv,738,what technical competencies are most valued by hiring managers for data science roles,51e8bf4cc7c72019,advisory,industry_hiring_manager,high,high,llm_advisory,
How can EdTech founders create collaborative coding projects for students?,strategy,high,EdTech founder,llm_strategy,attribute:collaboration; course:coding,Product design,Data - Nimisha.csv,739,how can edtech founders create collaborative coding projects for students,6c848da834b623a3,strategy,edtech_founder,high,high,llm_strategy,
How can scholarship officers increase applications from rural students?,advisory,high,Scholarship foundation officer,llm_advisory,attribute:rural_students,Outreach,Data - Nimisha.csv,740,how can scholarship officers increase applications from rural students,bd155f02a8792db0,advisory,scholarship_foundation_officer,high,high,llm_advisory,
What are the top skills hiring managers look for in cloud computing applicants?,advisory,high,Industry hiring manager,llm_advisory,field:cloud_computing; attribute:skills,Recruitment guidance,Data - Nimisha.csv,747,what are the top skills hiring managers look for in cloud computing applicants,5e04ac5901f4ab60,advisory,industry_hiring_manager,high,high,llm_advisory,
How can EdTech founders integrate gamification into STEM learning?,strategy,high,EdTech founder,llm_strategy,field:STEM; attribute:gamification,Learning design,Data - Nimisha.csv,748,how can edtech founders integrate gamification into stem learning,f82922d3c55b0eba,strategy,edtech_founder,high,high,llm_strategy,
How can scholarship officers monitor equity outcomes in STEM scholarships?,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; attribute:equity_outcomes,Program evaluation,Data - Nimisha.csv,749,how can scholarship officers monitor equity outcomes in stem scholarships,86423de816780cbe,advisory,scholarship_foundation_officer,high,high,llm_advisory,
What are the employment restrictions for international students on OPT?,advisory,high,International student,llm_advisory,attribute:OPT; employment:restrictions,Compliance guidance,Data - Nimisha.csv,752,what are the employment restrictions for international students on opt,657ba79ea0abed3e,advisory,international_student,high,high,llm_advisory,
How can graduate applicants find funding for independent research projects?,advisory,high,Graduate applicant,llm_advisory,attribute:research_funding,Financial guidance,Data - Nimisha.csv,753,how can graduate applicants find funding for independent research projects,49ac48aafef6afd4,advisory,graduate_applicant,high,high,llm_advisory,
What are the most critical coding skills hiring managers require for AI roles?,advisory,high,Industry hiring manager,llm_advisory,field:AI; attribute:coding_skills,Recruitment guidance,Data - Nimisha.csv,756,what are the most critical coding skills hiring managers require for ai roles,fb4c7775742f1add,advisory,industry_hiring_manager,high,high,llm_advisory,
How can EdTech founders implement peer review in online courses?,strategy,high,EdTech founder,llm_strategy,attribute:peer_review; course:online,Curriculum innovation,Data - Nimisha.csv,757,how can edtech founders implement peer review in online courses,583b3d824c98bb75,strategy,edtech_founder,high,high,llm_strategy,
How can scholarship officers provide mentorship for underrepresented students?,advisory,high,Scholarship foundation officer,llm_advisory,attribute:mentorship; population:underrepresented,Program guidance,Data - Nimisha.csv,758,how can scholarship officers provide mentorship for underrepresented students,3430ba46f7f8b9de,advisory,scholarship_foundation_officer,high,high,llm_advisory,
Can international graduate students get assistantships at top research universities?,advisory,high,Graduate applicant,llm_advisory,status:international; attribute:assistantship,Funding and opportunity,Data - Nimisha.csv,761,can international graduate students get assistantships at top research universities,b9910a4d322eced0,advisory,graduate_applicant,high,high,llm_advisory,
What scholarships are available specifically for community college students transferring to STEM programs?,advisory,high,Community college student,llm_advisory,attribute:scholarship; major:STEM,Funding guidance,Data - Nimisha.csv,763,what scholarships are available specifically for community college students transferring to stem programs,b24e1f86ef31a783,advisory,community_college_student,high,high,llm_advisory,
How can graduate applicants improve their CV for competitive biology PhD programs?,advisory,high,Graduate applicant,llm_advisory,field:biology; attribute:CV,Application preparation,Data - Nimisha.csv,764,how can graduate applicants improve their cv for competitive biology phd programs,fa22bf19cc1370c3,advisory,graduate_applicant,high,high,llm_advisory,
How can graduate applicants improve research experience if they are coming from non-research backgrounds?,advisory,high,Graduate applicant,llm_advisory,attribute:research_experience; prior_background:non_research,Application strengthening,Data - Nimisha.csv,773,how can graduate applicants improve research experience if they are coming from non-research backgrounds,645caa5a2e4ff7fd,advisory,graduate_applicant,high,high,llm_advisory,
Can international graduate students apply for external funding from their home country?,advisory,high,Graduate applicant,llm_advisory,status:international; attribute:external_funding,Funding options,Data - Nimisha.csv,776,can international graduate students apply for external funding from their home country,d8db3de15d4d2f85,advisory,graduate_applicant,high,high,llm_advisory,
What strategies help international graduate students adjust to research culture in a new country?,advisory,high,Graduate applicant,llm_advisory,status:international; attribute:research_culture,Cultural adaptation,Data - Nimisha.csv,782,what strategies help international graduate students adjust to research culture in a new country,483e265e4d7021a3,advisory,graduate_applicant,high,high,llm_advisory,
How do transfer students handle GPA differences between schools when applying for graduate programs?,advisory,high,Transfer student,llm_advisory,attribute:GPA; target:graduate_program,Application evaluation,Data - Nimisha.csv,795,how do transfer students handle gpa differences between schools when applying for graduate programs,73c9b4cca93bcbb4,advisory,transfer_student,high,high,llm_advisory,
What funding options exist for graduate applicants doing unpaid internships?,advisory,high,Graduate applicant,llm_advisory,attribute:funding; opportunity:unpaid_internship,Financial guidance,Data - Nimisha.csv,809,what funding options exist for graduate applicants doing unpaid internships,280e77554e41cea8,advisory,graduate_applicant,high,high,llm_advisory,
How do transfer students prepare for graduate-level course expectations?,advisory,high,Transfer student,llm_advisory,attribute:graduate_course_prep,Academic readiness,Data - Nimisha.csv,813,how do transfer students prepare for graduate-level course expectations,88d499f13969c442,advisory,transfer_student,high,high,llm_advisory,
How can graduate applicants improve publication record before applying?,advisory,high,Graduate applicant,llm_advisory,attribute:publications; field:research,Application strengthening,Data - Nimisha.csv,821,how can graduate applicants improve publication record before applying,2216e654c1763973,advisory,graduate_applicant,high,high,llm_advisory,
Are there funding programs for international graduate students attending conferences?,advisory,high,Graduate applicant,llm_advisory,status:international; attribute:conference_funding,Networking & funding,Data - Nimisha.csv,827,are there funding programs for international graduate students attending conferences,ba022266c93e5d84,advisory,graduate_applicant,high,high,llm_advisory,
How do transfer students manage double majors with conflicting course requirements?,advisory,high,Transfer student,llm_advisory,attribute:double_major; action:course_planning,Degree planning,Data - Nimisha.csv,834,how do transfer students manage double majors with conflicting course requirements,ae04c2c8df6078c2,advisory,transfer_student,high,high,llm_advisory,
What strategies help graduate applicants secure competitive fellowships?,advisory,high,Graduate applicant,llm_advisory,attribute:fellowships; action:application_strategy,Funding,Data - Nimisha.csv,836,what strategies help graduate applicants secure competitive fellowships,6cb4d1e70208d375,advisory,graduate_applicant,high,high,llm_advisory,
How do graduate applicants prepare for interdisciplinary oral defenses?,advisory,high,Graduate applicant,llm_advisory,attribute:oral_defense; field:interdisciplinary,Exam preparation,Data - Nimisha.csv,842,how do graduate applicants prepare for interdisciplinary oral defenses,4103b40c3d8b428e,advisory,graduate_applicant,high,high,llm_advisory,
How can graduate applicants improve grant-writing skills?,advisory,high,Graduate applicant,llm_advisory,attribute:grant_writing,Funding preparation,Data - Nimisha.csv,851,how can graduate applicants improve grant-writing skills,852a45d8b70c51d3,advisory,graduate_applicant,high,high,llm_advisory,
Are there scholarships for community college students pursuing research-heavy majors?,advisory,high,Community college student,llm_advisory,attribute:scholarship; major:research_heavy,Funding,Data - Nimisha.csv,853,are there scholarships for community college students pursuing research-heavy majors,9ff50cb3d02c0beb,advisory,community_college_student,high,high,llm_advisory,
How can community college students find internships in competitive fields?,advisory,high,Community college student,llm_advisory,attribute:internship; field:competitive,Career prep,Data - Nimisha.csv,874,how can community college students find internships in competitive fields,66fb7ab00fbf44ea,advisory,community_college_student,high,high,llm_advisory,
How can graduate applicants prepare for comprehensive exams in interdisciplinary programs?,advisory,high,Graduate applicant,llm_advisory,attribute:comprehensive_exam; field:interdisciplinary,Exam prep,Data - Nimisha.csv,878,how can graduate applicants prepare for comprehensive exams in interdisciplinary programs,5075d658f707b705,advisory,graduate_applicant,high,high,llm_advisory,
