Query,Persona,Intent,Complexity,Entities,Route,Notes
how do I help students who don't know what they want to study,counselor,advisory,complex,"undecided, major, counselor advising",counselor_student_advising,major advising
how to advise a student who wants to be pre-med but has struggled in science,counselor,advisory,complex,"pre-med, science struggle, counselor advising",counselor_student_advising,academic advising
how to explain the difference between ED and EA to students and families,counselor,advisory,medium,"ED, EA, explain, counselor",counselor_student_advising,admissions process
best resources for teaching students how to write college essays,counselor,advisory,medium,"college essays, resources, teaching, counselor",counselor_resources,essay coaching
how to help a student who got rejected from all their schools,counselor,emotional_advisory,llm_needed,"rejected, all schools, counselor support",counselor_student_advising,crisis support
how to counsel a student considering dropping out of high school,counselor,emotional_advisory,llm_needed,"drop out, high school, counselor",counselor_student_advising,crisis support
how to talk to students about realistic school expectations without crushing dreams,counselor,advisory,complex,"realistic expectations, counselor, students",counselor_student_advising,student advising
how to help a student who is undocumented navigate college applications,counselor,advisory,complex,"undocumented, college applications, counselor",counselor_student_advising,student support
how to advise international students applying to US colleges,counselor,advisory,complex,"international students, US college, counselor",counselor_student_advising,international students
how to counsel students on gap years and how to make them productive,counselor,advisory,medium,"gap year, productive, counselor",counselor_student_advising,gap year advising
how to help students who are applying with a criminal record,counselor,advisory,complex,"criminal record, college application, counselor",counselor_student_advising,student advising
what to tell students when they ask if a school is too hard for them,counselor,advisory,medium,"school difficulty, fit, counselor",counselor_student_advising,student advising
how to prepare students for college interviews,counselor,advisory,medium,"college interviews, preparation, counselor",counselor_student_advising,interview prep
how to help students write the additional information section of the common app,counselor,advisory,medium,"additional information, Common App, counselor",counselor_student_advising,essay coaching
how do need blind vs need aware admissions work,counselor,factual,medium,"need-blind, need-aware, admissions, definition",admissions_info,admissions policy
what is the coalition application vs common app,counselor,factual,medium,"Coalition App, Common App, difference",admissions_info,application process
which schools have the most generous no-loan financial aid policies,counselor,filtered_search,complex,"no-loan, financial aid, generous schools",college_search,financial aid
how to evaluate whether a school's financial aid package is actually good,counselor,advisory,complex,"financial aid package, evaluate, good",financial_aid_advising,financial aid
what is demonstrated interest and which schools track it,counselor,factual,complex,"demonstrated interest, schools that track",admissions_info,admissions
what is the Questbridge scholarship and which students should apply,counselor,advisory,complex,"QuestBridge, scholarship, eligibility",financial_aid_advising,scholarships
what are the best schools for students who want to combine business and engineering,counselor,filtered_search,complex,"business, engineering, combined, college",college_search,program search
which colleges have the most generous merit aid for high achieving students,counselor,filtered_search,complex,"merit aid, high achieving, generous, college",college_search,financial aid
what are hidden gem schools that are underrated but excellent,counselor,filtered_search,complex,"hidden gems, underrated, college",college_search,college recommendations
which colleges have the best support systems for low income students,counselor,filtered_search,complex,"low income, support, college",college_search,student support
how do admissions offices use demonstrated interest,counselor,factual,medium,"demonstrated interest, admissions, how used",admissions_info,admissions
what are the best schools for students interested in social impact careers,counselor,filtered_search,complex,"social impact, career, college",college_search,career outcomes
how has test optional admissions affected applicant pools,counselor,factual,medium,"test optional, applicant pool, impact",admissions_info,admissions trends
what are the schools with the best community college transfer pathways,counselor,filtered_search,complex,"community college, transfer, pathways, college",college_search,transfer pathways
which colleges are best for students who want to defer enrollment,counselor,filtered_search,medium,"defer enrollment, best college",college_search,admissions policy
how to teach students about college application timelines in junior year,counselor,advisory,medium,"application timeline, junior year, teach, counselor",counselor_resources,curriculum planning
how to run a college awareness week at a high school,counselor,advisory,medium,"college awareness week, high school, counselor",counselor_resources,school programming
how to help students create a balanced college list from scratch,counselor,advisory,complex,"balanced college list, counselor",counselor_student_advising,college search
best activities for a college prep workshop with juniors,counselor,advisory,medium,"college prep workshop, juniors, activities, counselor",counselor_resources,school programming
how to explain financial aid packages to students and families in plain terms,counselor,advisory,medium,"financial aid packages, explain, plain language, counselor",counselor_resources,financial literacy
how to help students with test anxiety around the SAT or ACT,counselor,advisory,medium,"test anxiety, SAT, ACT, counselor",counselor_student_advising,test prep
how to organize a college fair at a high school,counselor,advisory,medium,"college fair, high school, organize, counselor",counselor_resources,school programming
how to create a college going culture in a high school that historically sends few students,counselor,advisory,complex,"college-going culture, low-sending school, counselor",counselor_resources,school culture
how to teach students to evaluate college websites critically,counselor,advisory,medium,"college websites, evaluate, teach, counselor",counselor_resources,research skills
how to help students reflect on their values before picking a college,counselor,advisory,medium,"values, college choice, counselor",counselor_student_advising,college fit
how to use college data in the classroom to teach research skills,counselor,advisory,medium,"college data, research skills, classroom, counselor",counselor_resources,curriculum planning
best lesson plans for teaching juniors about the college application process,counselor,advisory,complex,"lesson plans, juniors, college application, counselor",counselor_resources,curriculum planning
how to facilitate a college essay writing workshop for seniors,counselor,advisory,medium,"essay writing workshop, seniors, counselor",counselor_resources,essay coaching
how to teach students what to look for on a college campus tour,counselor,advisory,medium,"campus tour, what to look for, counselor",counselor_resources,college search
resources for counselors to stay updated on college admissions trends,counselor,advisory,medium,"admissions trends, counselor, stay updated",counselor_resources,professional development
how to advise students with disabilities applying to college,counselor,advisory,complex,"disabilities, college application, counselor",counselor_student_advising,disability support
how to support LGBTQ students in finding affirming college environments,counselor,advisory,complex,"LGBTQ, affirming, college, counselor",counselor_student_advising,student support
how to counsel students who are the first in their family to consider college,counselor,advisory,complex,"first in family, college, counselor",counselor_student_advising,first gen support
how to support students from rural areas applying to colleges in big cities,counselor,advisory,medium,"rural students, big city college, counselor",counselor_student_advising,student support
how to help students with low GPA find college programs that fit them well,counselor,advisory,complex,"low GPA, college fit, counselor",counselor_student_advising,academic advising
how to advise students from underrepresented racial or ethnic backgrounds in college search,counselor,advisory,complex,"underrepresented, racial, ethnic, college search, counselor",counselor_student_advising,DEI support
how to talk to students about HBCUs and their advantages,counselor,advisory,medium,"HBCUs, advantages, counselor",counselor_student_advising,college options
what are tribal colleges and when should counselors recommend them,counselor,advisory,medium,"tribal colleges, definition, when to recommend",counselor_resources,college options
how to support students with IEPs in the college transition process,counselor,advisory,complex,"IEP, college transition, counselor",counselor_student_advising,disability support
how to talk to parents who are skeptical about college being worth it,counselor,advisory,complex,"skeptical parents, college worth it, counselor",counselor_resources,parent engagement
how to support foster youth who want to attend college,counselor,advisory,complex,"foster youth, college, support, counselor",counselor_student_advising,student support
how to help students who are caregivers at home balance college planning,counselor,advisory,complex,"caregiver students, college planning, counselor",counselor_student_advising,student support
how to advise athletes who want to play college sports,counselor,advisory,complex,"athletes, college sports, counselor advising",counselor_student_advising,NCAA recruiting
how to advise students interested in military service academies,counselor,advisory,complex,"military academies, counselor advising",counselor_student_advising,military options
how to help students from low-income families understand net price calculators,counselor,advisory,complex,"net price calculator, low-income, counselor",counselor_student_advising,financial literacy
how do counselors manage caseloads when working with 300 students at once,counselor,advisory,complex,"caseload, 300 students, manage, counselor",counselor_professional_dev,counselor workload
what is an ideal counselor to student ratio according to research,counselor,factual,medium,"counselor-to-student ratio, ideal, research",counselor_professional_dev,counselor standards
how to make the case to administration for more counseling staff,counselor,advisory,complex,"counseling staff, administration, advocacy",counselor_professional_dev,advocacy
how to build relationships with college admissions reps as a counselor,counselor,advisory,medium,"admissions reps, relationships, counselor",counselor_professional_dev,professional development
how to use data to track college outcomes for graduates of your school,counselor,advisory,complex,"data, college outcomes, track, counselor",counselor_professional_dev,outcome tracking
what is NACAC and how can high school counselors benefit from it,counselor,factual,medium,"NACAC, high school counselors, benefit",counselor_professional_dev,professional orgs
how to stay updated on changes to the FAFSA every year,counselor,advisory,medium,"FAFSA changes, stay updated, counselor",counselor_professional_dev,financial aid
how to use a college search platform effectively with students,counselor,advisory,medium,"college search platform, counselor, students",counselor_tools,counselor tools
how to document and share college counseling resources with students digitally,counselor,advisory,medium,"documentation, digital resources, counselor",counselor_tools,counselor tools
what is a secondary school report in the common app and how do I complete it,counselor,factual,medium,"secondary school report, Common App, counselor",counselor_resources,application process
how to write a strong school profile for the college counseling report,counselor,advisory,medium,"school profile, counseling report, counselor",counselor_resources,documentation
how to write an effective counselor recommendation letter,counselor,advisory,medium,"counselor recommendation letter, how to write",counselor_resources,documentation
how to get more colleges to visit or engage with your high school,counselor,advisory,medium,"college visits, high school engagement, counselor",counselor_professional_dev,school partnerships
how to help seniors who are procrastinating on applications,counselor,advisory,medium,"procrastinating, seniors, applications, counselor",counselor_student_advising,student motivation
how to track deadlines for multiple students applying to different schools,counselor,advisory,medium,"deadlines, multiple students, tracking, counselor",counselor_tools,counselor tools
how to run an effective senior college application bootcamp,counselor,advisory,medium,"bootcamp, seniors, applications, counselor",counselor_resources,school programming
how to counsel families when the parent and student disagree on college choice,counselor,emotional_advisory,llm_needed,"family disagreement, college choice, counselor",counselor_student_advising,family dynamics
what to do when a student gets wait listed at their top choice school,counselor,advisory,medium,"waitlisted, top choice, counselor advising",counselor_student_advising,admissions
how to advise students on whether to appeal a financial aid offer,counselor,advisory,medium,"financial aid appeal, counselor advising",counselor_student_advising,financial aid
how to use college scorecard data when advising students,counselor,advisory,medium,"college scorecard, counselor, advising",counselor_tools,counselor tools
how has the affirmative action ruling changed college admissions,counselor,factual,complex,"affirmative action, ruling, admissions change",admissions_info,admissions trends
what are colleges looking for in applicants now that test scores are optional,counselor,advisory,complex,"test optional, colleges look for, admissions",admissions_info,admissions trends
how does legacy admissions work and is it changing,counselor,factual,medium,"legacy admissions, how it works, changing",admissions_info,admissions policy
what is yield rate and why do colleges care about it,counselor,factual,medium,"yield rate, definition, importance",admissions_info,admissions
how do elite colleges really make admissions decisions,counselor,advisory,complex,"elite colleges, admissions, how they decide",admissions_info,admissions process
what is the new FAFSA simplification and how does it affect families,counselor,factual,complex,"FAFSA simplification, families, impact",financial_aid_advising,financial aid
how do college application trends differ by region in the US,counselor,factual,complex,"application trends, regional, US",admissions_info,admissions trends
which schools have recently changed their admissions policies,counselor,filtered_search,complex,"admissions policy changes, recent, schools",admissions_info,admissions trends
how to advise students in the current competitive admissions landscape,counselor,advisory,complex,"competitive admissions, counselor advising",counselor_student_advising,student advising
how to talk to students about the mental health impact of college admissions stress,counselor,advisory,complex,"mental health, admissions stress, counselor",counselor_student_advising,student wellbeing
what are common mistakes students make in the college application process,counselor,advisory,medium,"common mistakes, college application",admissions_info,application coaching
how do transfer admissions differ from freshman admissions,counselor,advisory,medium,"transfer admissions, freshman admissions, difference",transfer_advising,admissions
what is a Likely Letter and which schools send them,counselor,factual,medium,"Likely Letter, definition, schools",admissions_info,admissions
how to prepare students for a deferred admission decision,counselor,advisory,medium,"deferred, admission, counselor",counselor_student_advising,admissions
what resources exist for counselors at under-resourced schools,counselor,advisory,medium,"under-resourced schools, counselor resources",counselor_resources,professional development
how to advise a student who changes their mind about their major after submitting applications,counselor,advisory,medium,"major change, after application, counselor",counselor_student_advising,major advising
how to help students with strong grades but weak test scores position themselves,counselor,advisory,complex,"strong grades, weak test scores, position, counselor",counselor_student_advising,application strategy
what is a superscore and should students always submit it,counselor,factual,medium,"superscore, definition, should submit",test_prep_advising,test policy
how to support students with strong extracurriculars but average grades,counselor,advisory,medium,"strong extracurriculars, average grades, counselor",counselor_student_advising,application strategy
how to advise students about campus culture fit when they haven't visited,counselor,advisory,medium,"campus culture fit, no visit, counselor",counselor_student_advising,college fit
how to identify which safety schools are still good fits not just backups,counselor,advisory,complex,"safety schools, good fit, counselor",counselor_student_advising,college search
how to advise a student whose family wants them to stay close to home,counselor,advisory,medium,"stay close to home, family, counselor",counselor_student_advising,family dynamics
how to handle counselor recommendations when you don't know a student well,counselor,advisory,medium,"recommendation, don't know student well, counselor",counselor_resources,recommendation letters
what should a counselor include in a strong character reference for a student,counselor,advisory,medium,"character reference, counselor, what to include",counselor_resources,documentation
how to advise students about the risks of applying to all reach schools,counselor,advisory,medium,"all reach schools, risk, counselor",counselor_student_advising,college search
how to work with students who have anxiety that affects their application process,counselor,advisory,complex,"anxiety, application process, counselor",counselor_student_advising,student support
what is Naviance and how to use it for college counseling,counselor,advisory,medium,"Naviance, how to use, counselor",counselor_tools,counselor tools
how to set up a college application tracking spreadsheet for your caseload,counselor,advisory,medium,"tracking spreadsheet, caseload, counselor",counselor_tools,counselor tools
what data should school counselors track about their graduating class,counselor,advisory,medium,"data tracking, graduating class, counselor",counselor_tools,outcome tracking
how to engage parents who are over-involved in their student's applications,counselor,advisory,complex,"over-involved parents, counselor, manage",counselor_professional_dev,parent engagement
how to encourage students who don't think they are college material,counselor,advisory,complex,"not college material, encourage, counselor",counselor_student_advising,student motivation
how to address a student who has lied or exaggerated on their application,counselor,advisory,complex,"lying, exaggeration, application, counselor",counselor_student_advising,ethics
what is the Common Application school forms section and how to fill it out correctly,counselor,factual,medium,"Common App, school forms, how to fill, counselor",counselor_resources,application process
how to host a successful financial aid information night for families,counselor,advisory,medium,"financial aid night, families, host, counselor",counselor_resources,school programming
how to teach students the difference between cost and value in college selection,counselor,advisory,medium,"cost vs value, counselor, teach",counselor_resources,financial literacy
how to advise a student between two very different schools they both love,counselor,advisory,medium,"two schools, decision, counselor",counselor_student_advising,college decision
what is a demonstrated interest tracker and which schools use them,counselor,advisory,medium,"demonstrated interest tracker, schools",admissions_info,admissions
how to advise students who want to take a year off and travel before college,counselor,advisory,medium,"gap year, travel, counselor advising",counselor_student_advising,gap year advising
what are good professional development resources for school counselors,counselor,advisory,medium,"professional development, counselor, resources",counselor_professional_dev,professional development
how to advocate for students whose high school doesn't offer AP or IB classes,counselor,advisory,complex,"no AP/IB, advocate, counselor",counselor_student_advising,equity in admissions
how to advise students on finding schools with strong disability services,counselor,filtered_search,complex,"disability services, strong, counselor",counselor_student_advising,disability support
what are the most important things to cover in a junior college planning meeting,counselor,advisory,medium,"junior meeting, college planning, counselor",counselor_resources,advising practice
how to help students create a compelling activities list for the common app,counselor,advisory,medium,"activities list, Common App, counselor",counselor_student_advising,application coaching
how to advise students on describing unusual or non-traditional backgrounds in essays,counselor,advisory,complex,"unusual background, essays, counselor",counselor_student_advising,essay coaching
what is test optional vs test blind and what is the difference,counselor,factual,medium,"test optional, test blind, difference",admissions_info,admissions policy
how to teach students to research campus culture using social media and Reddit,counselor,advisory,medium,"campus culture, social media, Reddit, counselor",counselor_resources,college research
what are key signals that a student has found their right fit school,counselor,advisory,medium,"right fit, signals, counselor",counselor_student_advising,college fit
how to address college application fatigue among seniors,counselor,advisory,medium,"application fatigue, seniors, counselor",counselor_student_advising,student motivation
what is the best time of year to hold college planning workshops,counselor,advisory,medium,"workshop timing, college planning, counselor",counselor_resources,school programming
how to help students build a college list that balances ambition and reality,counselor,advisory,complex,"balanced list, ambition vs reality, counselor",counselor_student_advising,college search
what community organizations can school counselors partner with to support students,counselor,advisory,medium,"community organizations, partnerships, counselor",counselor_professional_dev,school partnerships
how to help transfer students build a strong community college application,counselor,advisory,medium,"transfer, community college application, counselor",transfer_advising,transfer advising
how to counsel students about applying to schools outside the US,counselor,advisory,complex,"international schools, outside US, counselor",counselor_student_advising,international options
how to identify and support students who are academically talented but disengaged,counselor,advisory,complex,"talented, disengaged, counselor",counselor_student_advising,student engagement
what role should teachers play in college counseling conversations,counselor,advisory,medium,"teachers, college counseling, role",counselor_professional_dev,school collaboration
how to coordinate between counselors and classroom teachers on student readiness,counselor,advisory,medium,"coordination, teachers, counselors, readiness",counselor_professional_dev,school collaboration
what is the best way to prepare a student for their first campus visit,counselor,advisory,medium,"campus visit, first, preparation, counselor",counselor_student_advising,college search
how to use social media platforms like Instagram or TikTok to promote college awareness,counselor,advisory,medium,"social media, Instagram, TikTok, college awareness, counselor",counselor_resources,school outreach
what is the best way to support a student whose parents refuse to fill out the FAFSA,counselor,advisory,complex,"FAFSA refusal, parents, counselor",counselor_student_advising,financial aid
how to advise a student who has a learning disability but has not disclosed it on their app,counselor,advisory,complex,"learning disability, undisclosed, application, counselor",counselor_student_advising,disability support
what are the best strategies for writing a counselor recommendation for a student you don't know well,counselor,advisory,medium,"recommendation, unfamiliar student, counselor",counselor_resources,recommendation letters
how to help students who are overcommitted and burning out on extracurriculars,counselor,advisory,medium,"overcommitted, burnout, extracurriculars, counselor",counselor_student_advising,student wellbeing
what counseling approaches work best for students who are highly anxious about college,counselor,advisory,complex,"anxiety, college, counseling approaches",counselor_student_advising,student wellbeing
how to advise a student who has excellent grades but very little to write about in essays,counselor,advisory,medium,"excellent grades, no essay content, counselor",counselor_student_advising,essay coaching
how to help students with unique or unconventional backgrounds craft authentic essays,counselor,advisory,complex,"unconventional background, authentic essays, counselor",counselor_student_advising,essay coaching
what is the best way to discuss safe schools with high achieving students who resist applying to them,counselor,advisory,medium,"safe schools, high achieving, counselor",counselor_student_advising,student advising
how to address a student who submitted an application with an error or forgot to add something,counselor,advisory,medium,"application error, forgot, counselor",counselor_student_advising,application coaching
how to help students understand what college is actually like vs the idealized version,counselor,advisory,medium,"college reality vs idealized, counselor",counselor_student_advising,college fit
what are evidence-based approaches to reducing college application anxiety in students,counselor,advisory,complex,"evidence-based, application anxiety, counselor",counselor_resources,student wellbeing
how to help students build a list that includes affordable options they are actually excited about,counselor,advisory,complex,"affordable options, college list, counselor",counselor_student_advising,college search
what is Signing Day for colleges and should your school do one,counselor,advisory,medium,"Signing Day, college, counselor",counselor_resources,school programming
how to communicate with college admissions reps effectively when advocating for a student,counselor,advisory,medium,"admissions reps, advocate, counselor",counselor_professional_dev,school partnerships
how to help students find colleges that are a great fit outside of the popular names they know,counselor,advisory,complex,"fit, lesser known colleges, counselor",counselor_student_advising,college search
what professional certifications are useful for school counselors focused on college advising,counselor,advisory,medium,"certifications, school counselors, college advising",counselor_professional_dev,professional development
how to talk to a student about not checking their college portal obsessively,counselor,advisory,medium,"portal checking, anxiety, counselor",counselor_student_advising,student wellbeing
what is a college counseling office culture and how do you build a good one,counselor,advisory,complex,"counseling office culture, how to build",counselor_professional_dev,school culture
how to manage student confidentiality when parents want updates on application status,counselor,advisory,medium,"confidentiality, parents, counselor",counselor_professional_dev,ethics
how to teach students to use net price calculators before they fall in love with a school,counselor,advisory,medium,"net price calculator, teach, counselor",counselor_resources,financial literacy
how to facilitate a productive meeting with a student whose parents are pushing Ivy League only,counselor,advisory,complex,"Ivy League pressure, parents, counselor",counselor_student_advising,family dynamics
what are the warning signs that a student is approaching the application season with a toxic mindset,counselor,advisory,medium,"toxic mindset, applications, counselor",counselor_student_advising,student wellbeing
how to advise a student who wants to major in something their school doesn't offer well,counselor,advisory,medium,"weak program, major, counselor advising",counselor_student_advising,major advising
how to support students in writing compelling supplemental essays for selective schools,counselor,advisory,complex,"supplemental essays, selective schools, counselor",counselor_student_advising,essay coaching
how to use the college visit debrief to help students clarify what they want,counselor,advisory,medium,"college visit debrief, counselor",counselor_student_advising,college search
what are best practices for building a college going culture at a rural high school,counselor,advisory,complex,"college-going culture, rural high school, counselor",counselor_resources,school culture
how to advise students about what colleges look for in athletes applying for recruitment,counselor,advisory,complex,"athlete recruitment, colleges look for, counselor",counselor_student_advising,NCAA recruiting
how to address students who are comparing themselves to peers who got into top schools,counselor,advisory,medium,"comparison, peers, top schools, counselor",counselor_student_advising,student wellbeing
how to help students see themselves in college programs that traditionally haven't included them,counselor,advisory,complex,"inclusion, representation, college programs, counselor",counselor_student_advising,equity in advising
how to conduct an effective sophomore year check-in about college planning,counselor,advisory,medium,"sophomore check-in, college planning, counselor",counselor_resources,advising practice
how to run a peer panel for younger students featuring seniors who went through the process,counselor,advisory,medium,"peer panel, seniors, underclassmen, counselor",counselor_resources,school programming
what is college access work and how does it differ from traditional counseling,counselor,factual,medium,"college access, vs traditional counseling, definition",counselor_professional_dev,counseling roles
what colleges have the best transfer acceptance rates for community college students,counselor,filtered_search,complex,"transfer acceptance rate, community college, colleges",college_search,transfer pathways
how to advise students on the pros and cons of applying restrictive early decision,counselor,advisory,complex,"restrictive ED, pros, cons, counselor",counselor_student_advising,admissions strategy
how to help students balance college applications with heavy senior year coursework,counselor,advisory,medium,"applications, senior year, balance, counselor",counselor_student_advising,time management
how to advise a student who has a late start on applications in October or November,counselor,advisory,medium,"late start, October, November, applications, counselor",counselor_student_advising,timeline
how to advise a student who is considering not going to college and pursuing a trade,counselor,advisory,complex,"trade, no college, counselor advising",counselor_student_advising,post-secondary options
what is a gap year organization and how do counselors evaluate which ones are credible,counselor,advisory,medium,"gap year organization, credibility, counselor",counselor_resources,gap year advising
how to help students craft a convincing appeal to a school after being denied,counselor,advisory,medium,"appeal after denial, counselor",counselor_student_advising,admissions
how to incorporate college exploration into the sophomore year curriculum,counselor,advisory,medium,"college exploration, sophomore, curriculum, counselor",counselor_resources,curriculum planning
how to get buy-in from school administration to expand college counseling resources,counselor,advisory,complex,"administration buy-in, counseling resources, expand",counselor_professional_dev,advocacy
what is a college counseling needs assessment and how do you use it,counselor,advisory,medium,"needs assessment, counseling, how to use",counselor_professional_dev,advising tools
how to advise students on whether to report disciplinary issues on college applications,counselor,advisory,complex,"disciplinary issues, report, application, counselor",counselor_student_advising,ethics
how to help students talk about failure or setbacks authentically in essays,counselor,advisory,medium,"failure, setbacks, essays, counselor",counselor_student_advising,essay coaching
how to advise a student with strong non-academic achievements but weak grades,counselor,advisory,complex,"non-academic, weak grades, counselor",counselor_student_advising,application strategy
how to counsel a student who wants to go to college far from home but whose parents are afraid,counselor,advisory,medium,"far from home, parents afraid, counselor",counselor_student_advising,family dynamics
how to train peer mentors to help underclassmen with the college exploration process,counselor,advisory,medium,"peer mentors, underclassmen, college exploration, counselor",counselor_resources,peer support
how to measure whether your school's college counseling program is effective,counselor,advisory,complex,"effectiveness, counseling program, measure",counselor_professional_dev,program evaluation
what is the PSAT and how should counselors use it to prepare students,counselor,factual,medium,"PSAT, counselors, prepare students",counselor_resources,test prep
how to advise students about whether to apply to highly selective schools vs safer options,counselor,advisory,complex,"selective vs safer schools, counselor",counselor_student_advising,admissions strategy
how to advise students on the personal statement prompt that gives them the most freedom,counselor,advisory,medium,"personal statement, freedom prompt, counselor",counselor_student_advising,essay coaching
how to help students who struggle to write about themselves in essays,counselor,advisory,medium,"self-writing, struggle, essays, counselor",counselor_student_advising,essay coaching
how to advise students on which supplemental essays to prioritize when short on time,counselor,advisory,medium,"supplemental essays, prioritize, time, counselor",counselor_student_advising,essay coaching
what is a binding early decision agreement and what are the financial implications,counselor,factual,medium,"binding ED, financial implications",admissions_info,admissions policy
how to advise students about deferring admission for a gap year,counselor,advisory,medium,"deferral, gap year, counselor",counselor_student_advising,admissions policy
how to navigate advising students whose cultural background makes college a family decision not just theirs,counselor,advisory,complex,"cultural background, family decision, counselor",counselor_student_advising,cultural competency
what is the best way to close out advising with a student after they commit to a school,counselor,advisory,medium,"close out advising, committed, counselor",counselor_student_advising,advising practice
how to help a student who is failing multiple classes decide whether to withdraw,advisor,advisory,complex,"failing, withdraw, decision, advisor",academic_advising,academic crisis
how to advise a student who wants to switch from pre-med to humanities,advisor,advisory,complex,"pre-med to humanities, switch, advisor",academic_advising,major change
how to help a student plan a four year academic roadmap,advisor,advisory,complex,"four-year plan, roadmap, advisor",academic_advising,degree planning
how to counsel a student who is behind on credits to graduate on time,advisor,advisory,complex,"behind credits, graduation, advisor",academic_advising,graduation planning
what is academic probation and how do advisors help students recover,advisor,factual,medium,"academic probation, advisor, recovery",academic_advising,academic support
how to advise students who want to double major in very different fields,advisor,advisory,complex,"double major, different fields, advisor",academic_advising,degree planning
how to help a student decide between a minor and a second major,advisor,advisory,medium,"minor vs second major, decision, advisor",academic_advising,degree planning
how do advisors determine if a student's course load is too heavy,advisor,advisory,medium,"course load, too heavy, advisor",academic_advising,academic support
how to help a pre-law student select the best undergraduate major,advisor,advisory,complex,"pre-law, major selection, advisor",academic_advising,pre-law advising
how to advise a student who wants to add a major late in their undergraduate career,advisor,advisory,complex,"add major, late, undergraduate, advisor",academic_advising,degree planning
how to counsel a student who is struggling with weed-out courses,advisor,advisory,medium,"weed-out, struggle, advisor",academic_advising,academic support
what strategies help advisors support students on academic warning,advisor,advisory,complex,"academic warning, strategies, advisor",academic_advising,academic support
how to help students understand prerequisite chains and plan ahead,advisor,advisory,medium,"prerequisites, planning, advisor",academic_advising,degree planning
how to advise a student considering taking a reduced course load,advisor,advisory,medium,"reduced course load, advisor",academic_advising,academic policy
how to help students identify their strengths and match them to majors,advisor,advisory,complex,"strengths, major match, advisor",academic_advising,major advising
how to advise a student who is interested in creating an independent major,advisor,advisory,complex,"independent major, advisor",academic_advising,academic options
what tools are available to advisors for tracking student academic progress,advisor,tool_request,medium,"tools, tracking, academic progress, advisor",academic_advising,advising tools
how to build strong advisor student relationships that improve retention,advisor,advisory,complex,"advisor-student relationships, retention",academic_advising,retention
how to run an effective advising appointment with a struggling student,advisor,advisory,medium,"advising appointment, struggling student",academic_advising,advising practice
how to advise students about the value of internships and when to pursue them,advisor,advisory,medium,"internships, value, timing, advisor",academic_advising,career advising
how to help undergraduates prepare a competitive grad school application,advisor,advisory,complex,"grad school, competitive application, advisor",academic_advising,grad school prep
how to advise students who want to attend professional school in medicine dentistry or law,advisor,advisory,complex,"professional school, medicine, dentistry, law, advisor",academic_advising,professional school advising
how to help students identify if they need a master's before applying to a PhD,advisor,advisory,complex,"master's, PhD, need, advisor",academic_advising,grad school prep
how to advise a student on requesting strong recommendation letters,advisor,advisory,medium,"recommendation letters, request, advisor",academic_advising,application prep
how to help students craft a compelling personal statement for graduate school,advisor,advisory,complex,"personal statement, grad school, advisor",academic_advising,application prep
how to advise students who are deciding between multiple grad school offers,advisor,advisory,complex,"multiple offers, grad school, advisor",academic_advising,grad school decision
how to discuss the financial realities of graduate school with students,advisor,advisory,complex,"financial realities, grad school, advisor",academic_advising,financial planning
how to help students decide if a PhD or industry career is right for them,advisor,advisory,complex,"PhD vs industry, decision, advisor",academic_advising,career advising
how to prepare students for professional school interviews,advisor,advisory,medium,"professional school interviews, preparation, advisor",academic_advising,interview prep
how to advise a student who has been rejected from every grad school they applied to,advisor,emotional_advisory,llm_needed,"rejected, all grad schools, advisor",academic_advising,crisis support
how to help students connect their major to career outcomes,advisor,advisory,complex,"major to career, connection, advisor",academic_advising,career advising
how to advise students who are undecided about career direction in junior year,advisor,advisory,complex,"undecided, career, junior year, advisor",academic_advising,career advising
how to help students find internships in their field of interest,advisor,advisory,medium,"internship, field of interest, advisor",academic_advising,career advising
how to use informational interview coaching to help students explore careers,advisor,advisory,medium,"informational interview, career exploration, advisor",academic_advising,career advising
how to advise students who want to work abroad after graduation,advisor,advisory,complex,"work abroad, post-graduation, advisor",academic_advising,career advising
how to help students prepare for behavioral interviews,advisor,advisory,medium,"behavioral interview, preparation, advisor",academic_advising,interview prep
how to advise students about networking when they have no connections,advisor,advisory,medium,"networking, no connections, advisor",academic_advising,career advising
how to help students evaluate job offers and think about career fit,advisor,advisory,medium,"job offer, career fit, advisor",academic_advising,career decision
how to advise students who want to start their own company after college,advisor,advisory,complex,"startup, entrepreneurship, post-college, advisor",academic_advising,entrepreneurship
how to counsel students on negotiating their first salary,advisor,advisory,medium,"salary negotiation, first job, advisor",academic_advising,career advising
how to help students build a professional portfolio,advisor,advisory,medium,"professional portfolio, advisor",academic_advising,career advising
how to advise students on using LinkedIn effectively for job searching,advisor,advisory,medium,"LinkedIn, job search, advisor",academic_advising,career advising
how to advise students about non-traditional career paths,advisor,advisory,complex,"non-traditional career, advisor",academic_advising,career advising
how to connect students with alumni mentors effectively,advisor,advisory,medium,"alumni mentors, connect, advisor",academic_advising,mentorship
best practices for running a career advising drop-in,advisor,advisory,medium,"career advising, drop-in, best practices",academic_advising,advising practice
how to identify early signs that a student is struggling academically and personally,advisor,advisory,complex,"early signs, struggling, academic, personal, advisor",academic_advising,student wellbeing
how to advise students with anxiety or depression who are falling behind,advisor,advisory,complex,"anxiety, depression, falling behind, advisor",academic_advising,mental health
how to support transfer students who feel out of place at their new school,advisor,advisory,medium,"transfer, out of place, advisor",academic_advising,transfer students
