Query,Persona,Intent,Complexity,Entities,Route,Notes
schools with high internship placement rates,high_school_student,career_outcomes,medium,,,outcomes
schools with strong first gen support,counselor_teacher,filtered_search,medium,,,1–2 filters; counselor framing
colleges where people dont care about football,high_school_student,campus_life_fit,llm_needed,,,subjective fit
schools not Florida with low student-to-faculty ratio,college_student,filtered_search,medium,,,1–2 filters
how do we update our school profile data,advisor,b2b_partnership,medium,,,B2B
enterprise access for counselors and districts,advisor,b2b_partnership,medium,,,B2B
medium-sized public health colleges in Texas full ride options safety schools,high_school_student,multi_constraint,complex,,,multi-constraint
NYU application deadlines,parent,admissions_process,medium,,,how-to / admissions
best colleges for architecture job outcomes,college_student,career_outcomes,medium,,,outcomes
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
cheapest data science schools in warm states,college_student,cost_financial_aid,medium,,,cost / aid
schools in Texas with low student-to-faculty ratio,college_student,filtered_search,medium,,,1–2 filters
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
Cornell scholarships,high_school_student,cost_financial_aid,medium,,,cost / aid
Caltech scholarships,college_student,cost_financial_aid,medium,,,cost / aid
medium-sized architecture colleges in California under 40k reach schools,parent,multi_constraint,complex,,,multi-constraint; parent framing
University of Maryland normal people,advisor,campus_life_fit,complex,,,subjective fit
request demo for our admissions team,college_student,b2b_partnership,medium,,,B2B
Columbia financial aid for out of state,counselor_teacher,cost_financial_aid,medium,,,cost / aid
ucla vibe but not so expensive,high_school_student,rewrite_needed,complex,,,needs rewrite
University of Washington vs UT Austin for psychology,counselor_teacher,comparison,complex,,,compare entities
best colleges for architecture job outcomes,advisor,career_outcomes,medium,,,outcomes
best colleges for chemistry job outcomes,parent,career_outcomes,medium,,,outcomes
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
Arizona State,parent,exact_lookup,short_circuit,,,simple entity
does Rice University have chemistry,college_student,attribute_lookup,llm_needed,,,single attribute
Harvard job placement,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
schools near the beach with low student-to-faculty ratio,high_school_student,filtered_search,llm_needed,,,1–2 filters
Purdue location,college_student,attribute_lookup,short_circuit,,,single attribute
schools in California with low student-to-faculty ratio,advisor,filtered_search,medium,,,1–2 filters; advisor framing
schools with normal people,parent,campus_life_fit,llm_needed,,,subjective fit; parent framing
Caltech vs UC San Diego,counselor_teacher,comparison,complex,,,compare entities
schools with high internship placement rates,college_student,career_outcomes,medium,,,outcomes
colleges on the East Coast,advisor,filtered_search,medium,,,1–2 filters
universities with strong chemistry,counselor_teacher,filtered_search,medium,,,1–2 filters
Rice University chill campus,high_school_student,campus_life_fit,llm_needed,,,subjective fit
Penn State vibe,college_student,campus_life_fit,llm_needed,,,subjective fit
create reach target safety list for computer science in the Midwest under 20k,advisor,admissions_process,medium,,,how-to / admissions; advisor framing
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
schools good for sports culture,parent,campus_life_fit,llm_needed,,,subjective fit
University of Michigan application deadlines,college_student,admissions_process,llm_needed,,,how-to / admissions
Harvard financial aid for out of state,counselor_teacher,cost_financial_aid,medium,,,cost / aid
University of Wisconsin job placement for psychology,high_school_student,career_outcomes,medium,,,outcomes
create reach target safety list for mechanical engineering in warm states full ride options,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
Rice University financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
University of Wisconsin admissions profile average sat and gpa,counselor_teacher,rewrite_needed,complex,,,needs rewrite; counselor framing
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
four year cost of MIT including housing,parent,b2b_partnership,medium,,,B2B; parent framing
Northeastern scholarships,advisor,cost_financial_aid,medium,,,cost / aid
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
Rice University,counselor_teacher,exact_lookup,short_circuit,,,simple entity
ucla vibe but not so expensive,parent,rewrite_needed,complex,,,needs rewrite
harvard,college_student,exact_lookup,short_circuit,,,simple entity
UCLA application deadlines,advisor,admissions_process,medium,,,how-to / admissions; advisor framing
Carnegie Mellon vs University of Washington,college_student,comparison,complex,,,compare entities
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
pricing for partner colleges,counselor_teacher,b2b_partnership,medium,,,B2B
create reach target safety list for engineering in California full ride options,advisor,campus_life_fit,llm_needed,,,subjective fit; advisor framing
Boston University vs University of Michigan,high_school_student,comparison,complex,,,compare entities
schools good for chill campus,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
request demo for our admissions team,college_student,b2b_partnership,medium,,,B2B
Vanderbilt vs University of Maryland,counselor_teacher,comparison,complex,,,compare entities
schools good for introverts,parent,campus_life_fit,llm_needed,,,subjective fit
schools with strong first gen support,counselor_teacher,b2b_partnership,medium,,,B2B; counselor framing
schools with normal people,college_student,campus_life_fit,llm_needed,,,subjective fit
create reach target safety list for economics in the Midwest under 30k,advisor,campus_life_fit,llm_needed,,,subjective fit; advisor framing
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
create reach target safety list for public health in California good financial aid,advisor,b2b_partnership,medium,,,B2B; advisor framing
schools good for chill campus,parent,campus_life_fit,llm_needed,,,subjective fit
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
schools with normal people,high_school_student,campus_life_fit,llm_needed,,,subjective fit
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
schools with high internship placement rates,parent,career_outcomes,medium,,,outcomes
schools with high internship placement rates,college_student,career_outcomes,short_circuit,,,outcomes
Georgia Tech vs NYU,parent,comparison,complex,,,compare entities
colleges where people dont care about football,high_school_student,campus_life_fit,llm_needed,,,subjective fit
small data science colleges near Chicago under 20k target schools,advisor,multi_constraint,medium,,,multi-constraint; advisor framing
schools with strong first gen support,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit; counselor framing
University of Michigan financial aid for out of state,high_school_student,cost_financial_aid,medium,,,cost / aid
schools like Caltech but cheaper,high_school_student,recommendation,complex,,,needs recommendations
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
University of Michigan vs Harvard for business,college_student,comparison,complex,,,compare entities
Rice University,counselor_teacher,exact_lookup,short_circuit,,,simple entity
colleges near Chicago under 30k with strong research and internships,advisor,multi_constraint,complex,,,multi-constraint; advisor framing
MIT financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
cheapest nursing schools near the beach,advisor,cost_financial_aid,complex,,,cost / aid; advisor framing
University of Michigan admissions profile average sat and gpa,counselor_teacher,rewrite_needed,complex,,,needs rewrite; counselor framing
what schools should i apply to for data science in the Midwest good financial aid,parent,recommendation,complex,,,needs recommendations
do i need sat for Virginia Tech,parent,admissions_process,medium,,,how-to / admissions
boston university,counselor_teacher,exact_lookup,short_circuit,,,simple entity; counselor framing
affordable pre-med schools near Chicago with good job placement,high_school_student,multi_constraint,complex,,,multi-constraint
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
how do we update our school profile data,college_student,b2b_partnership,medium,,,B2B
best colleges for chemistry job outcomes,counselor_teacher,career_outcomes,medium,,,outcomes
do i need sat for Northeastern,counselor_teacher,admissions_process,medium,,,how-to / admissions
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
small political science colleges in the Midwest under 30k not too competitive,counselor_teacher,multi_constraint,complex,,,multi-constraint
mit without the suffering,college_student,rewrite_needed,complex,,,needs rewrite
Princeton but cheaper,college_student,rewrite_needed,complex,,,needs rewrite
large public health colleges not Florida under 20k reach schools,counselor_teacher,multi_constraint,complex,,,multi-constraint
mit without the suffering,college_student,rewrite_needed,complex,,,needs rewrite
create reach target safety list for film in Texas good financial aid,advisor,rewrite_needed,complex,,,needs rewrite; advisor framing
mit without the suffering,college_student,rewrite_needed,medium,,,needs rewrite
schools with strong first gen support,counselor_teacher,career_outcomes,medium,,,outcomes; counselor framing
MIT,counselor_teacher,exact_lookup,short_circuit,,,simple entity
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
University of Washington scholarships,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
schools with normal people,high_school_student,campus_life_fit,llm_needed,,,subjective fit
UC Irvine financial aid for out of state,high_school_student,cost_financial_aid,medium,,,cost / aid
boston university,college_student,exact_lookup,llm_needed,,,simple entity
UC San Diego scholarships,advisor,cost_financial_aid,medium,,,cost / aid
schools like Arizona State but cheaper,high_school_student,recommendation,complex,,,needs recommendations
what essays does University of Washington require,advisor,admissions_process,medium,,,how-to / admissions; advisor framing
schools with high internship placement rates,counselor_teacher,career_outcomes,medium,,,outcomes
best colleges for pre-med job outcomes,counselor_teacher,career_outcomes,medium,,,outcomes
Cornell job placement for nursing,college_student,career_outcomes,medium,,,outcomes
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
Cornell vs Northwestern for business,parent,comparison,complex,,,compare entities
schools near Chicago with low student-to-faculty ratio,high_school_student,filtered_search,medium,,,1–2 filters
enterprise access for counselors and districts,college_b2b,b2b_partnership,complex,,,B2B
clubs for Duke,advisor,attribute_lookup,short_circuit,,,single attribute
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
what schools should i apply to for neuroscience in California under 40k,counselor_teacher,recommendation,complex,,,needs recommendations
colleges near Chicago,college_student,filtered_search,short_circuit,,,1–2 filters
Duke tuition vs University of Michigan tuition,high_school_student,comparison,complex,,,compare entities
best philosophy schools near a major tech hub,college_student,filtered_search,medium,,,1–2 filters
colleges on the East Coast low tuition with strong research and internships,advisor,multi_constraint,complex,,,multi-constraint
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
schools like Harvard but cheaper,advisor,recommendation,complex,,,needs recommendations
University of Maryland vs UCLA,parent,comparison,complex,,,compare entities
schools in Texas with low student-to-faculty ratio,college_student,filtered_search,medium,,,1–2 filters
mit without the suffering,high_school_student,rewrite_needed,short_circuit,,,needs rewrite
recommend medium-sized colleges in Texas for chemistry reach schools,high_school_student,recommendation,complex,,,needs recommendations
USC,high_school_student,exact_lookup,short_circuit,,,simple entity
universities with strong engineering,counselor_teacher,filtered_search,medium,,,1–2 filters
four year cost of Caltech including housing,parent,exact_lookup,medium,,,simple entity; parent framing
Virginia Tech tuition vs USC tuition,counselor_teacher,comparison,complex,,,compare entities
Cornell job placement for engineering,college_student,career_outcomes,medium,,,outcomes
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
create reach target safety list for public health near Chicago good financial aid,advisor,b2b_partnership,medium,,,B2B; advisor framing
cheapest aerospace engineering schools in California,parent,cost_financial_aid,medium,,,cost / aid
Arizona State job placement for business,parent,career_outcomes,medium,,,outcomes
ucla vibe but not so expensive,parent,rewrite_needed,complex,,,needs rewrite
Brown financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
request demo for our admissions team,high_school_student,b2b_partnership,medium,,,B2B
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
does University of Florida have engineering,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
USC,advisor,exact_lookup,short_circuit,,,simple entity; advisor framing
Princeton tuition vs Rice University tuition,counselor_teacher,comparison,complex,,,compare entities
University of Florida housing guarantee,parent,career_outcomes,medium,,,outcomes; parent framing
what schools should i apply to for business in the Midwest low tuition,high_school_student,recommendation,complex,,,needs recommendations
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
best colleges for psychology job outcomes,college_student,career_outcomes,medium,,,outcomes
create reach target safety list for pre-med on the East Coast good financial aid,advisor,filtered_search,medium,,,1–2 filters; advisor framing
affordable architecture schools near a major tech hub with good job placement,high_school_student,multi_constraint,complex,,,multi-constraint
universities with strong psychology,counselor_teacher,filtered_search,medium,,,1–2 filters
Columbia financial aid for out of state,high_school_student,cost_financial_aid,medium,,,cost / aid
UCLA housing guarantee,parent,attribute_lookup,short_circuit,,,single attribute; parent framing
recommend large colleges not Florida for psychology target schools,advisor,recommendation,medium,,,needs recommendations; advisor framing
do i need sat for USC,parent,admissions_process,medium,,,how-to / admissions
best data science schools near a major tech hub,advisor,filtered_search,medium,,,1–2 filters
UC San Diego job placement for neuroscience,college_student,career_outcomes,medium,,,outcomes
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
USC,college_student,exact_lookup,short_circuit,,,simple entity
scholarships for Purdue,college_student,attribute_lookup,short_circuit,,,single attribute
schools like Rice University but cheaper,college_student,recommendation,short_circuit,,,needs recommendations
University of Florida job placement for biology,college_student,career_outcomes,medium,,,outcomes
pricing for partner colleges,high_school_student,b2b_partnership,medium,,,B2B
do i need sat for Boston University,college_student,admissions_process,medium,,,how-to / admissions
what schools should i apply to for psychology in California under 30k,counselor_teacher,recommendation,complex,,,needs recommendations
how to lower college costs,high_school_student,cost_financial_aid,medium,,,cost / aid
University of Michigan tuition vs Purdue tuition,college_student,comparison,complex,,,compare entities
universities with strong economics,high_school_student,filtered_search,medium,,,1–2 filters
Northwestern tuition vs USC tuition,college_student,comparison,complex,,,compare entities
colleges in California,college_student,filtered_search,medium,,,1–2 filters
enterprise access for counselors and districts,college_b2b,b2b_partnership,llm_needed,,,B2B
enterprise access for counselors and districts,college_b2b,b2b_partnership,llm_needed,,,B2B
schools like UT Austin but cheaper,college_student,recommendation,short_circuit,,,needs recommendations
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
rice university,parent,exact_lookup,short_circuit,,,simple entity
create reach target safety list for business in California under 30k,advisor,filtered_search,medium,,,1–2 filters; advisor framing
best pre-law schools in the Midwest,college_student,filtered_search,medium,,,1–2 filters
USC job placement for finance,parent,career_outcomes,medium,,,outcomes
schools near a major tech hub with low student-to-faculty ratio,counselor_teacher,filtered_search,medium,,,1–2 filters
schools not Florida with low student-to-faculty ratio,parent,filtered_search,medium,,,1–2 filters
what schools should i apply to for biology in warm states under 20k,advisor,recommendation,complex,,,needs recommendations
how to lower college costs,parent,cost_financial_aid,medium,,,cost / aid
what schools should i apply to for data science on the East Coast under 40k,counselor_teacher,recommendation,complex,,,needs recommendations
enterprise access for counselors and districts,high_school_student,b2b_partnership,short_circuit,,,B2B
pricing for partner colleges,advisor,b2b_partnership,medium,,,B2B
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
enterprise access for counselors and districts,advisor,b2b_partnership,medium,,,B2B
colleges near a major tech hub,high_school_student,filtered_search,medium,,,1–2 filters
mit without the suffering,parent,rewrite_needed,complex,,,needs rewrite; parent framing
schools with strong first gen support,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit; counselor framing
affordable computer science schools in the Midwest with good job placement,counselor_teacher,multi_constraint,llm_needed,,,multi-constraint
pricing for partner colleges,college_student,b2b_partnership,medium,,,B2B
schools with strong first gen support,counselor_teacher,b2b_partnership,medium,,,B2B; counselor framing
schools in the Midwest with low student-to-faculty ratio,college_student,filtered_search,medium,,,1–2 filters
colleges near a major tech hub,college_student,filtered_search,medium,,,1–2 filters
do i need sat for Northeastern,counselor_teacher,admissions_process,medium,,,how-to / admissions
cheapest engineering schools in Texas,advisor,cost_financial_aid,medium,,,cost / aid
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
recommend large colleges in the Midwest for pre-law reach schools,college_student,recommendation,complex,,,needs recommendations
Cornell chill campus,parent,campus_life_fit,llm_needed,,,subjective fit
do i need sat for USC,counselor_teacher,admissions_process,medium,,,how-to / admissions
mit without the suffering,high_school_student,rewrite_needed,complex,,,needs rewrite
mit without the suffering,advisor,rewrite_needed,complex,,,needs rewrite
Rice University vs MIT,college_student,comparison,complex,,,compare entities
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
Virginia Tech housing guarantee,parent,career_outcomes,medium,,,outcomes; parent framing
create reach target safety list for pre-med in the Midwest good financial aid,advisor,rewrite_needed,complex,,,needs rewrite; advisor framing
Cornell scholarships,counselor_teacher,cost_financial_aid,medium,,,cost / aid
schools with high internship placement rates,advisor,career_outcomes,medium,,,outcomes
how to lower college costs,high_school_student,cost_financial_aid,complex,,,cost / aid
harvard but less stressful,parent,rewrite_needed,complex,,,needs rewrite
enterprise access for counselors and districts,counselor_teacher,b2b_partnership,medium,,,B2B
best colleges for psychology job outcomes,college_student,career_outcomes,medium,,,outcomes
schools with normal people,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
Harvard housing guarantee,parent,b2b_partnership,medium,,,B2B; parent framing
ucla vibe but not so expensive,high_school_student,rewrite_needed,llm_needed,,,needs rewrite
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
Columbia application deadlines,high_school_student,admissions_process,medium,,,how-to / admissions
schools with high internship placement rates,high_school_student,career_outcomes,medium,,,outcomes
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
how do we update our school profile data,advisor,b2b_partnership,medium,,,B2B
UCLA housing guarantee,parent,attribute_lookup,short_circuit,,,single attribute; parent framing
colleges where people dont care about football,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
colleges on the East Coast,advisor,filtered_search,medium,,,1–2 filters; advisor framing
what schools should i apply to for nursing not Florida under 40k,high_school_student,recommendation,complex,,,needs recommendations
USC vs Boston University for aerospace engineering,high_school_student,comparison,complex,,,compare entities
universities with strong finance,college_student,filtered_search,medium,,,1–2 filters
colleges not Florida,high_school_student,filtered_search,medium,,,1–2 filters
best computer science schools not Florida,college_student,filtered_search,medium,,,1–2 filters
schools like USC but cheaper,college_student,recommendation,complex,,,needs recommendations
how do i apply to Cornell,college_student,admissions_process,medium,,,how-to / admissions
Cornell housing guarantee,parent,admissions_process,medium,,,how-to / admissions; parent framing
create reach target safety list for aerospace engineering near Chicago under 40k,advisor,exact_lookup,short_circuit,,,simple entity; advisor framing
harvard but less stressful,parent,rewrite_needed,complex,,,needs rewrite
Georgia Tech vs Arizona State for pre-law,college_student,comparison,complex,,,compare entities
affordable electrical engineering schools near a major tech hub with good job placement,college_student,multi_constraint,complex,,,multi-constraint
schools like University of Maryland but cheaper,college_student,recommendation,complex,,,needs recommendations
schools with normal people,advisor,campus_life_fit,llm_needed,,,subjective fit
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
cheapest finance schools in the Midwest,college_student,cost_financial_aid,medium,,,cost / aid
api access for college partners,counselor_teacher,b2b_partnership,medium,,,B2B
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
best colleges for neuroscience job outcomes,college_student,career_outcomes,medium,,,outcomes
colleges in California,counselor_teacher,filtered_search,complex,,,1–2 filters
does USC have mechanical engineering,college_student,attribute_lookup,short_circuit,,,single attribute
what schools should i apply to for mechanical engineering near a major tech hub under 40k,counselor_teacher,recommendation,complex,,,needs recommendations
harvard but less stressful,high_school_student,rewrite_needed,complex,,,needs rewrite
harvard but less stressful,high_school_student,rewrite_needed,complex,,,needs rewrite
how do i apply to UC Irvine,counselor_teacher,admissions_process,medium,,,how-to / admissions
schools with strong first gen support,counselor_teacher,recommendation,complex,,,needs recommendations; counselor framing
colleges where people dont care about football,college_student,campus_life_fit,llm_needed,,,subjective fit
schools like Boston University but cheaper,parent,recommendation,complex,,,needs recommendations
Rice University housing guarantee,parent,rewrite_needed,complex,,,needs rewrite; parent framing
api access for college partners,advisor,b2b_partnership,complex,,,B2B
recommend small colleges not Florida for economics safety schools,counselor_teacher,recommendation,complex,,,needs recommendations; counselor framing
schools with high internship placement rates,college_student,career_outcomes,medium,,,outcomes
api access for college partners,advisor,b2b_partnership,medium,,,B2B
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
schools good for introverts,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
best computer science schools in Texas,high_school_student,filtered_search,medium,,,1–2 filters
Cornell but cheaper,college_student,rewrite_needed,complex,,,needs rewrite
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
universities with strong computer science,advisor,filtered_search,medium,,,1–2 filters
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
schools with high internship placement rates,parent,career_outcomes,medium,,,outcomes
best colleges for neuroscience job outcomes,college_student,career_outcomes,medium,,,outcomes
affordable pre-med schools in the Midwest with good job placement,parent,multi_constraint,complex,,,multi-constraint
create reach target safety list for engineering in warm states good financial aid,advisor,multi_constraint,complex,,,multi-constraint; advisor framing
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
schools with high internship placement rates,advisor,career_outcomes,medium,,,outcomes
Rice University,advisor,exact_lookup,short_circuit,,,simple entity
northeastern,parent,exact_lookup,complex,,,simple entity
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
UCLA,college_student,exact_lookup,short_circuit,,,simple entity
Columbia job placement for electrical engineering,college_student,career_outcomes,medium,,,outcomes
ucla vibe but not so expensive,parent,rewrite_needed,complex,,,needs rewrite
schools with normal people,high_school_student,campus_life_fit,llm_needed,,,subjective fit
UC San Diego job placement for engineering,advisor,career_outcomes,medium,,,outcomes
does MIT have chemistry,high_school_student,attribute_lookup,short_circuit,,,single attribute
Brown vs UCLA,counselor_teacher,comparison,complex,,,compare entities
create reach target safety list for economics in California full ride options,advisor,campus_life_fit,llm_needed,,,subjective fit; advisor framing
Cornell vs Arizona State for psychology,advisor,comparison,short_circuit,,,compare entities
enterprise access for counselors and districts,college_b2b,b2b_partnership,llm_needed,,,B2B
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
University of Florida chill campus,college_student,campus_life_fit,llm_needed,,,subjective fit
best business schools not Florida,counselor_teacher,filtered_search,medium,,,1–2 filters
Georgia Tech,high_school_student,exact_lookup,short_circuit,,,simple entity
ut austin,advisor,exact_lookup,short_circuit,,,simple entity
create reach target safety list for neuroscience near Chicago full ride options,advisor,rewrite_needed,complex,,,needs rewrite; advisor framing
api access for college partners,counselor_teacher,b2b_partnership,llm_needed,,,B2B; counselor framing
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
harvard,parent,exact_lookup,short_circuit,,,simple entity
create reach target safety list for film near Chicago under 20k,advisor,attribute_lookup,short_circuit,,,single attribute; advisor framing
best aerospace engineering schools in warm states,college_student,filtered_search,medium,,,1–2 filters
colleges in California,parent,filtered_search,medium,,,1–2 filters
UT Austin vs University of Washington,parent,comparison,complex,,,compare entities
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
UC San Diego sports culture,college_student,campus_life_fit,llm_needed,,,subjective fit
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
schools good for non-competitive culture,counselor_teacher,campus_life_fit,short_circuit,,,subjective fit
colleges in the Midwest under 20k with strong research and internships,college_student,multi_constraint,complex,,,multi-constraint
best colleges for engineering job outcomes,counselor_teacher,career_outcomes,medium,,,outcomes
colleges near a major tech hub under 20k with strong research and internships,advisor,multi_constraint,complex,,,multi-constraint
what schools should i apply to for political science near a major tech hub full ride options,college_student,recommendation,llm_needed,,,needs recommendations
colleges in the Midwest,counselor_teacher,filtered_search,medium,,,1–2 filters
what essays does UC Berkeley require,advisor,admissions_process,medium,,,how-to / admissions; advisor framing
schools like USC but cheaper,counselor_teacher,recommendation,complex,,,needs recommendations
schools with high internship placement rates,parent,career_outcomes,medium,,,outcomes
NYU housing guarantee,parent,b2b_partnership,medium,,,B2B; parent framing
UT Austin scholarships,advisor,cost_financial_aid,medium,,,cost / aid
schools with strong first gen support,counselor_teacher,multi_constraint,complex,,,multi-constraint; counselor framing
princeton,advisor,exact_lookup,short_circuit,,,simple entity
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
best colleges for chemistry job outcomes,college_student,career_outcomes,medium,,,outcomes
Columbia vs UC Irvine,counselor_teacher,comparison,complex,,,compare entities
UCLA job placement for film,counselor_teacher,career_outcomes,medium,,,outcomes
Columbia tuition vs Penn State tuition,counselor_teacher,comparison,complex,,,compare entities
University of Wisconsin job placement for mechanical engineering,advisor,career_outcomes,medium,,,outcomes
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
small pre-law colleges in California full ride options not too competitive,college_student,multi_constraint,complex,,,multi-constraint
pricing for partner colleges,college_b2b,b2b_partnership,medium,,,B2B
Cornell but cheaper,parent,rewrite_needed,complex,,,needs rewrite
four year cost of UT Austin including housing,parent,cost_financial_aid,medium,,,cost / aid; parent framing
do i need sat for UT Austin,parent,admissions_process,medium,,,how-to / admissions; parent framing
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
schools like Brown but cheaper,college_student,recommendation,complex,,,needs recommendations
best colleges for architecture job outcomes,counselor_teacher,career_outcomes,medium,,,outcomes
what schools should i apply to for film near a major tech hub good financial aid,college_student,recommendation,complex,,,needs recommendations
does UC Berkeley have computer science,college_student,attribute_lookup,short_circuit,,,single attribute
enterprise access for counselors and districts,counselor_teacher,b2b_partnership,medium,,,B2B
Carnegie Mellon financial aid for out of state,counselor_teacher,cost_financial_aid,medium,,,cost / aid; counselor framing
University of Maryland,high_school_student,exact_lookup,short_circuit,,,simple entity
usc,counselor_teacher,exact_lookup,short_circuit,,,simple entity
best pre-med schools near Chicago,advisor,filtered_search,medium,,,1–2 filters
Boston University housing guarantee,parent,campus_life_fit,llm_needed,,,subjective fit; parent framing
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
Cornell,advisor,exact_lookup,short_circuit,,,simple entity
NYU housing guarantee,parent,campus_life_fit,llm_needed,,,subjective fit; parent framing
api access for college partners,college_b2b,b2b_partnership,medium,,,B2B
schools like Duke but cheaper,parent,recommendation,complex,,,needs recommendations
colleges in Texas low tuition with strong research and internships,high_school_student,multi_constraint,complex,,,multi-constraint
colleges where people dont care about football,college_student,campus_life_fit,llm_needed,,,subjective fit
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
Duke application deadlines,college_student,admissions_process,medium,,,how-to / admissions
university of florida,parent,exact_lookup,short_circuit,,,simple entity; parent framing
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
what essays does University of Washington require,college_student,admissions_process,medium,,,how-to / admissions
four year cost of UC Berkeley including housing,parent,exact_lookup,short_circuit,,,simple entity; parent framing
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
University of Florida housing guarantee,parent,comparison,complex,,,compare entities; parent framing
colleges on the East Coast,counselor_teacher,filtered_search,medium,,,1–2 filters
what essays does Cornell require,parent,admissions_process,llm_needed,,,how-to / admissions
colleges where people dont care about football,counselor_teacher,campus_life_fit,complex,,,subjective fit
enterprise access for counselors and districts,college_b2b,b2b_partnership,medium,,,B2B
acceptance rate for Penn State,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
request demo for our admissions team,college_b2b,b2b_partnership,medium,,,B2B
affordable pre-med schools near Chicago with good job placement,high_school_student,multi_constraint,medium,,,multi-constraint
colleges on the East Coast under 40k with strong research and internships,high_school_student,multi_constraint,complex,,,multi-constraint
how do we update our school profile data,college_b2b,b2b_partnership,medium,,,B2B
UT Austin vs Brown,high_school_student,comparison,complex,,,compare entities
University of Washington location,advisor,attribute_lookup,short_circuit,,,single attribute
job placement for University of Maryland,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
enterprise access for counselors and districts,college_student,b2b_partnership,medium,,,B2B
colleges on the East Coast under 40k with strong research and internships,advisor,multi_constraint,complex,,,multi-constraint
University of Michigan vs Duke,advisor,comparison,short_circuit,,,compare entities
request demo for our admissions team,parent,b2b_partnership,medium,,,B2B
schools good for vibe,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
schools on the East Coast with low student-to-faculty ratio,parent,filtered_search,medium,,,1–2 filters
Penn State but cheaper,high_school_student,rewrite_needed,complex,,,needs rewrite
