Query,Persona,Intent,Complexity,Entities,Route,Notes
which schools offer communication with families and allow accessible housing,parent,attribute_lookup,medium,"communication with families, inclusive campus culture, accessible housing, college",academic_program_info,attribute lookup
help me compare colleges for support for struggling students based on strong advising and evening classes,parent,multi_constraint,complex,"support for struggling students, strong advising, evening classes, college",college_search,multi factor comparison
"as a parent, I am concerned about health services access and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"health services access, small class sizes, transfer scholarships, college",academic_advising,family advisory
colleges with transfer credit clarity opportunities plus strong good transit access,parent,attribute_lookup,short_circuit,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,quick lookup
schools that support retention rates students and have no SAT requirement,parent,filtered_search,medium,"retention rates, flexible scheduling, no SAT requirement, college",academic_advising,student support search
best colleges for job placement by major with high graduation rates in California,parent,filtered_search,medium,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,program discovery
which schools offer student debt management and allow credit for AP classes,parent,attribute_lookup,medium,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,attribute lookup
help me compare colleges for emergency financial support based on hands-on learning and generous aid packages,parent,multi_constraint,complex,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,multi factor comparison
"as a parent, I am concerned about campus culture and inclusion and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"campus culture and inclusion, low student debt, early application deadlines, college",academic_advising,family advisory
colleges with study abroad safety opportunities plus strong robust internships,parent,attribute_lookup,short_circuit,"study abroad safety, robust internships, online course options, college",study_abroad_advising,quick lookup
schools that support parent orientation resources students and have accessible housing,parent,filtered_search,medium,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_advising,student support search
best colleges for overall college affordability with strong advising in California,parent,filtered_search,medium,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,program discovery
which schools offer campus safety programs and allow transfer scholarships,parent,attribute_lookup,medium,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,attribute lookup
help me compare colleges for graduation outcomes based on good transit access and paid internships,parent,multi_constraint,complex,"graduation outcomes, good transit access, paid internships, college",college_search,multi factor comparison
"as a parent, I am concerned about financial aid transparency and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,family advisory
colleges with mental health services opportunities plus strong high graduation rates,parent,attribute_lookup,short_circuit,"mental health services, high graduation rates, on-campus childcare, college",campus_services_info,quick lookup
schools that support academic advising quality students and have credit for AP classes,parent,filtered_search,medium,"academic advising quality, active student organizations, credit for AP classes, college",academic_advising,student support search
best colleges for housing security with hands-on learning in California,parent,filtered_search,medium,"housing security, hands-on learning, generous aid packages, college",housing_advising,program discovery
which schools offer internship placement support and allow early application deadlines,parent,attribute_lookup,medium,"internship placement support, low student debt, early application deadlines, college",academic_program_info,attribute lookup
help me compare colleges for class size and faculty access based on robust internships and online course options,parent,multi_constraint,complex,"class size and faculty access, robust internships, online course options, college",college_search,multi factor comparison
"as a parent, I am concerned about communication with families and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"communication with families, inclusive campus culture, accessible housing, college",academic_advising,family advisory
colleges with support for struggling students opportunities plus strong strong advising,parent,attribute_lookup,short_circuit,"support for struggling students, strong advising, evening classes, college",campus_services_info,quick lookup
schools that support health services access students and have transfer scholarships,parent,filtered_search,medium,"health services access, small class sizes, transfer scholarships, college",academic_advising,student support search
best colleges for transfer credit clarity with good transit access in California,parent,filtered_search,medium,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,program discovery
which schools offer retention rates and allow no SAT requirement,parent,attribute_lookup,medium,"retention rates, flexible scheduling, no SAT requirement, college",academic_program_info,attribute lookup
help me compare colleges for job placement by major based on high graduation rates and on-campus childcare,parent,multi_constraint,complex,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,multi factor comparison
"as a parent, I am concerned about student debt management and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,family advisory
colleges with emergency financial support opportunities plus strong hands-on learning,parent,attribute_lookup,medium,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,quick lookup
schools that support campus culture and inclusion students and have early application deadlines,parent,filtered_search,medium,"campus culture and inclusion, low student debt, early application deadlines, college",academic_advising,student support search
best colleges for study abroad safety with robust internships in California,parent,filtered_search,medium,"study abroad safety, robust internships, online course options, college",study_abroad_advising,program discovery
which schools offer parent orientation resources and allow accessible housing,parent,attribute_lookup,medium,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_program_info,attribute lookup
help me compare colleges for overall college affordability based on strong advising and evening classes,parent,multi_constraint,complex,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,multi factor comparison
"as a parent, I am concerned about campus safety programs and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,family advisory
colleges with graduation outcomes opportunities plus strong good transit access,parent,attribute_lookup,short_circuit,"graduation outcomes, good transit access, paid internships, college",campus_services_info,quick lookup
schools that support financial aid transparency students and have no SAT requirement,parent,filtered_search,medium,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,student support search
best colleges for mental health services with high graduation rates in California,parent,filtered_search,medium,"mental health services, high graduation rates, on-campus childcare, college",college_search,program discovery
which schools offer academic advising quality and allow credit for AP classes,parent,attribute_lookup,medium,"academic advising quality, active student organizations, credit for AP classes, college",academic_program_info,attribute lookup
help me compare colleges for housing security based on hands-on learning and generous aid packages,parent,multi_constraint,complex,"housing security, hands-on learning, generous aid packages, college",housing_advising,multi factor comparison
"as a parent, I am concerned about internship placement support and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"internship placement support, low student debt, early application deadlines, college",academic_advising,family advisory
colleges with class size and faculty access opportunities plus strong robust internships,parent,attribute_lookup,short_circuit,"class size and faculty access, robust internships, online course options, college",campus_services_info,quick lookup
schools that support communication with families students and have accessible housing,parent,filtered_search,medium,"communication with families, inclusive campus culture, accessible housing, college",academic_advising,student support search
best colleges for support for struggling students with strong advising in California,parent,filtered_search,medium,"support for struggling students, strong advising, evening classes, college",college_search,program discovery
which schools offer health services access and allow transfer scholarships,parent,attribute_lookup,medium,"health services access, small class sizes, transfer scholarships, college",academic_program_info,attribute lookup
help me compare colleges for transfer credit clarity based on good transit access and paid internships,parent,multi_constraint,complex,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,multi factor comparison
"as a parent, I am concerned about retention rates and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"retention rates, flexible scheduling, no SAT requirement, college",academic_advising,family advisory
colleges with job placement by major opportunities plus strong high graduation rates,parent,attribute_lookup,short_circuit,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,quick lookup
schools that support student debt management students and have credit for AP classes,parent,filtered_search,medium,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,student support search
best colleges for emergency financial support with hands-on learning in California,parent,filtered_search,medium,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,program discovery
which schools offer campus culture and inclusion and allow early application deadlines,parent,attribute_lookup,medium,"campus culture and inclusion, low student debt, early application deadlines, college",academic_program_info,attribute lookup
help me compare colleges for study abroad safety based on robust internships and online course options,parent,multi_constraint,complex,"study abroad safety, robust internships, online course options, college",study_abroad_advising,multi factor comparison
"as a parent, I am concerned about parent orientation resources and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_advising,family advisory
colleges with overall college affordability opportunities plus strong strong advising,parent,attribute_lookup,medium,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,quick lookup
schools that support campus safety programs students and have transfer scholarships,parent,filtered_search,medium,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,student support search
best colleges for graduation outcomes with good transit access in California,parent,filtered_search,medium,"graduation outcomes, good transit access, paid internships, college",college_search,program discovery
which schools offer financial aid transparency and allow no SAT requirement,parent,attribute_lookup,medium,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,attribute lookup
help me compare colleges for mental health services based on high graduation rates and on-campus childcare,parent,multi_constraint,complex,"mental health services, high graduation rates, on-campus childcare, college",college_search,multi factor comparison
"as a parent, I am concerned about academic advising quality and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"academic advising quality, active student organizations, credit for AP classes, college",academic_advising,family advisory
colleges with housing security opportunities plus strong hands-on learning,parent,attribute_lookup,short_circuit,"housing security, hands-on learning, generous aid packages, college",housing_advising,quick lookup
schools that support internship placement support students and have early application deadlines,parent,filtered_search,medium,"internship placement support, low student debt, early application deadlines, college",academic_advising,student support search
best colleges for class size and faculty access with robust internships in California,parent,filtered_search,medium,"class size and faculty access, robust internships, online course options, college",college_search,program discovery
which schools offer communication with families and allow accessible housing,parent,attribute_lookup,medium,"communication with families, inclusive campus culture, accessible housing, college",academic_program_info,attribute lookup
help me compare colleges for support for struggling students based on strong advising and evening classes,parent,multi_constraint,complex,"support for struggling students, strong advising, evening classes, college",college_search,multi factor comparison
"as a parent, I am concerned about health services access and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"health services access, small class sizes, transfer scholarships, college",academic_advising,family advisory
colleges with transfer credit clarity opportunities plus strong good transit access,parent,attribute_lookup,short_circuit,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,quick lookup
schools that support retention rates students and have no SAT requirement,parent,filtered_search,medium,"retention rates, flexible scheduling, no SAT requirement, college",academic_advising,student support search
best colleges for job placement by major with high graduation rates in California,parent,filtered_search,medium,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,program discovery
which schools offer student debt management and allow credit for AP classes,parent,attribute_lookup,medium,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,attribute lookup
help me compare colleges for emergency financial support based on hands-on learning and generous aid packages,parent,multi_constraint,complex,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,multi factor comparison
"as a parent, I am concerned about campus culture and inclusion and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"campus culture and inclusion, low student debt, early application deadlines, college",academic_advising,family advisory
colleges with study abroad safety opportunities plus strong robust internships,parent,attribute_lookup,short_circuit,"study abroad safety, robust internships, online course options, college",study_abroad_advising,quick lookup
schools that support parent orientation resources students and have accessible housing,parent,filtered_search,medium,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_advising,student support search
best colleges for overall college affordability with strong advising in California,parent,filtered_search,medium,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,program discovery
which schools offer campus safety programs and allow transfer scholarships,parent,attribute_lookup,medium,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,attribute lookup
help me compare colleges for graduation outcomes based on good transit access and paid internships,parent,multi_constraint,complex,"graduation outcomes, good transit access, paid internships, college",college_search,multi factor comparison
"as a parent, I am concerned about financial aid transparency and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,family advisory
colleges with mental health services opportunities plus strong high graduation rates,parent,attribute_lookup,short_circuit,"mental health services, high graduation rates, on-campus childcare, college",campus_services_info,quick lookup
schools that support academic advising quality students and have credit for AP classes,parent,filtered_search,medium,"academic advising quality, active student organizations, credit for AP classes, college",academic_advising,student support search
best colleges for housing security with hands-on learning in California,parent,filtered_search,medium,"housing security, hands-on learning, generous aid packages, college",housing_advising,program discovery
which schools offer internship placement support and allow early application deadlines,parent,attribute_lookup,medium,"internship placement support, low student debt, early application deadlines, college",academic_program_info,attribute lookup
help me compare colleges for class size and faculty access based on robust internships and online course options,parent,multi_constraint,complex,"class size and faculty access, robust internships, online course options, college",college_search,multi factor comparison
"as a parent, I am concerned about communication with families and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"communication with families, inclusive campus culture, accessible housing, college",academic_advising,family advisory
colleges with support for struggling students opportunities plus strong strong advising,parent,attribute_lookup,short_circuit,"support for struggling students, strong advising, evening classes, college",campus_services_info,quick lookup
schools that support health services access students and have transfer scholarships,parent,filtered_search,medium,"health services access, small class sizes, transfer scholarships, college",academic_advising,student support search
best colleges for transfer credit clarity with good transit access in California,parent,filtered_search,medium,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,program discovery
which schools offer retention rates and allow no SAT requirement,parent,attribute_lookup,medium,"retention rates, flexible scheduling, no SAT requirement, college",academic_program_info,attribute lookup
help me compare colleges for job placement by major based on high graduation rates and on-campus childcare,parent,multi_constraint,complex,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,multi factor comparison
"as a parent, I am concerned about student debt management and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,family advisory
colleges with emergency financial support opportunities plus strong hands-on learning,parent,attribute_lookup,medium,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,quick lookup
schools that support campus culture and inclusion students and have early application deadlines,parent,filtered_search,medium,"campus culture and inclusion, low student debt, early application deadlines, college",academic_advising,student support search
best colleges for study abroad safety with robust internships in California,parent,filtered_search,medium,"study abroad safety, robust internships, online course options, college",study_abroad_advising,program discovery
which schools offer parent orientation resources and allow accessible housing,parent,attribute_lookup,medium,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_program_info,attribute lookup
help me compare colleges for overall college affordability based on strong advising and evening classes,parent,multi_constraint,complex,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,multi factor comparison
"as a parent, I am concerned about campus safety programs and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,family advisory
colleges with graduation outcomes opportunities plus strong good transit access,parent,attribute_lookup,short_circuit,"graduation outcomes, good transit access, paid internships, college",campus_services_info,quick lookup
schools that support financial aid transparency students and have no SAT requirement,parent,filtered_search,medium,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,student support search
best colleges for mental health services with high graduation rates in California,parent,filtered_search,medium,"mental health services, high graduation rates, on-campus childcare, college",college_search,program discovery
which schools offer academic advising quality and allow credit for AP classes,parent,attribute_lookup,medium,"academic advising quality, active student organizations, credit for AP classes, college",academic_program_info,attribute lookup
help me compare colleges for housing security based on hands-on learning and generous aid packages,parent,multi_constraint,complex,"housing security, hands-on learning, generous aid packages, college",housing_advising,multi factor comparison
"as a parent, I am concerned about internship placement support and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"internship placement support, low student debt, early application deadlines, college",academic_advising,family advisory
colleges with class size and faculty access opportunities plus strong robust internships,parent,attribute_lookup,short_circuit,"class size and faculty access, robust internships, online course options, college",campus_services_info,quick lookup
schools that support communication with families students and have accessible housing,parent,filtered_search,medium,"communication with families, inclusive campus culture, accessible housing, college",academic_advising,student support search
best colleges for support for struggling students with strong advising in California,parent,filtered_search,medium,"support for struggling students, strong advising, evening classes, college",college_search,program discovery
which schools offer health services access and allow transfer scholarships,parent,attribute_lookup,medium,"health services access, small class sizes, transfer scholarships, college",academic_program_info,attribute lookup
help me compare colleges for transfer credit clarity based on good transit access and paid internships,parent,multi_constraint,complex,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,multi factor comparison
"as a parent, I am concerned about retention rates and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"retention rates, flexible scheduling, no SAT requirement, college",academic_advising,family advisory
colleges with job placement by major opportunities plus strong high graduation rates,parent,attribute_lookup,short_circuit,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,quick lookup
schools that support student debt management students and have credit for AP classes,parent,filtered_search,medium,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,student support search
best colleges for emergency financial support with hands-on learning in California,parent,filtered_search,medium,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,program discovery
which schools offer campus culture and inclusion and allow early application deadlines,parent,attribute_lookup,medium,"campus culture and inclusion, low student debt, early application deadlines, college",academic_program_info,attribute lookup
help me compare colleges for study abroad safety based on robust internships and online course options,parent,multi_constraint,complex,"study abroad safety, robust internships, online course options, college",study_abroad_advising,multi factor comparison
"as a parent, I am concerned about parent orientation resources and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_advising,family advisory
colleges with overall college affordability opportunities plus strong strong advising,parent,attribute_lookup,medium,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,quick lookup
schools that support campus safety programs students and have transfer scholarships,parent,filtered_search,medium,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,student support search
best colleges for graduation outcomes with good transit access in California,parent,filtered_search,medium,"graduation outcomes, good transit access, paid internships, college",college_search,program discovery
which schools offer financial aid transparency and allow no SAT requirement,parent,attribute_lookup,medium,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,attribute lookup
help me compare colleges for mental health services based on high graduation rates and on-campus childcare,parent,multi_constraint,complex,"mental health services, high graduation rates, on-campus childcare, college",college_search,multi factor comparison
"as a parent, I am concerned about academic advising quality and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"academic advising quality, active student organizations, credit for AP classes, college",academic_advising,family advisory
colleges with housing security opportunities plus strong hands-on learning,parent,attribute_lookup,short_circuit,"housing security, hands-on learning, generous aid packages, college",housing_advising,quick lookup
schools that support internship placement support students and have early application deadlines,parent,filtered_search,medium,"internship placement support, low student debt, early application deadlines, college",academic_advising,student support search
best colleges for class size and faculty access with robust internships in California,parent,filtered_search,medium,"class size and faculty access, robust internships, online course options, college",college_search,program discovery
which schools offer communication with families and allow accessible housing,parent,attribute_lookup,medium,"communication with families, inclusive campus culture, accessible housing, college",academic_program_info,attribute lookup
help me compare colleges for support for struggling students based on strong advising and evening classes,parent,multi_constraint,complex,"support for struggling students, strong advising, evening classes, college",college_search,multi factor comparison
"as a parent, I am concerned about health services access and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"health services access, small class sizes, transfer scholarships, college",academic_advising,family advisory
colleges with transfer credit clarity opportunities plus strong good transit access,parent,attribute_lookup,short_circuit,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,quick lookup
schools that support retention rates students and have no SAT requirement,parent,filtered_search,medium,"retention rates, flexible scheduling, no SAT requirement, college",academic_advising,student support search
best colleges for job placement by major with high graduation rates in California,parent,filtered_search,medium,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,program discovery
which schools offer student debt management and allow credit for AP classes,parent,attribute_lookup,medium,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,attribute lookup
help me compare colleges for emergency financial support based on hands-on learning and generous aid packages,parent,multi_constraint,complex,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,multi factor comparison
"as a parent, I am concerned about campus culture and inclusion and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"campus culture and inclusion, low student debt, early application deadlines, college",academic_advising,family advisory
colleges with study abroad safety opportunities plus strong robust internships,parent,attribute_lookup,short_circuit,"study abroad safety, robust internships, online course options, college",study_abroad_advising,quick lookup
schools that support parent orientation resources students and have accessible housing,parent,filtered_search,medium,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_advising,student support search
best colleges for overall college affordability with strong advising in California,parent,filtered_search,medium,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,program discovery
which schools offer campus safety programs and allow transfer scholarships,parent,attribute_lookup,medium,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,attribute lookup
help me compare colleges for graduation outcomes based on good transit access and paid internships,parent,multi_constraint,complex,"graduation outcomes, good transit access, paid internships, college",college_search,multi factor comparison
"as a parent, I am concerned about financial aid transparency and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,family advisory
colleges with mental health services opportunities plus strong high graduation rates,parent,attribute_lookup,short_circuit,"mental health services, high graduation rates, on-campus childcare, college",campus_services_info,quick lookup
schools that support academic advising quality students and have credit for AP classes,parent,filtered_search,medium,"academic advising quality, active student organizations, credit for AP classes, college",academic_advising,student support search
best colleges for housing security with hands-on learning in California,parent,filtered_search,medium,"housing security, hands-on learning, generous aid packages, college",housing_advising,program discovery
which schools offer internship placement support and allow early application deadlines,parent,attribute_lookup,medium,"internship placement support, low student debt, early application deadlines, college",academic_program_info,attribute lookup
help me compare colleges for class size and faculty access based on robust internships and online course options,parent,multi_constraint,complex,"class size and faculty access, robust internships, online course options, college",college_search,multi factor comparison
"as a parent, I am concerned about communication with families and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"communication with families, inclusive campus culture, accessible housing, college",academic_advising,family advisory
colleges with support for struggling students opportunities plus strong strong advising,parent,attribute_lookup,short_circuit,"support for struggling students, strong advising, evening classes, college",campus_services_info,quick lookup
schools that support health services access students and have transfer scholarships,parent,filtered_search,medium,"health services access, small class sizes, transfer scholarships, college",academic_advising,student support search
best colleges for transfer credit clarity with good transit access in California,parent,filtered_search,medium,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,program discovery
which schools offer retention rates and allow no SAT requirement,parent,attribute_lookup,medium,"retention rates, flexible scheduling, no SAT requirement, college",academic_program_info,attribute lookup
help me compare colleges for job placement by major based on high graduation rates and on-campus childcare,parent,multi_constraint,complex,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,multi factor comparison
"as a parent, I am concerned about student debt management and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,family advisory
colleges with emergency financial support opportunities plus strong hands-on learning,parent,attribute_lookup,medium,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,quick lookup
schools that support campus culture and inclusion students and have early application deadlines,parent,filtered_search,medium,"campus culture and inclusion, low student debt, early application deadlines, college",academic_advising,student support search
best colleges for study abroad safety with robust internships in California,parent,filtered_search,medium,"study abroad safety, robust internships, online course options, college",study_abroad_advising,program discovery
which schools offer parent orientation resources and allow accessible housing,parent,attribute_lookup,medium,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_program_info,attribute lookup
help me compare colleges for overall college affordability based on strong advising and evening classes,parent,multi_constraint,complex,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,multi factor comparison
"as a parent, I am concerned about campus safety programs and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,family advisory
colleges with graduation outcomes opportunities plus strong good transit access,parent,attribute_lookup,short_circuit,"graduation outcomes, good transit access, paid internships, college",campus_services_info,quick lookup
schools that support financial aid transparency students and have no SAT requirement,parent,filtered_search,medium,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,student support search
best colleges for mental health services with high graduation rates in California,parent,filtered_search,medium,"mental health services, high graduation rates, on-campus childcare, college",college_search,program discovery
which schools offer academic advising quality and allow credit for AP classes,parent,attribute_lookup,medium,"academic advising quality, active student organizations, credit for AP classes, college",academic_program_info,attribute lookup
help me compare colleges for housing security based on hands-on learning and generous aid packages,parent,multi_constraint,complex,"housing security, hands-on learning, generous aid packages, college",housing_advising,multi factor comparison
"as a parent, I am concerned about internship placement support and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"internship placement support, low student debt, early application deadlines, college",academic_advising,family advisory
colleges with class size and faculty access opportunities plus strong robust internships,parent,attribute_lookup,short_circuit,"class size and faculty access, robust internships, online course options, college",campus_services_info,quick lookup
schools that support communication with families students and have accessible housing,parent,filtered_search,medium,"communication with families, inclusive campus culture, accessible housing, college",academic_advising,student support search
best colleges for support for struggling students with strong advising in California,parent,filtered_search,medium,"support for struggling students, strong advising, evening classes, college",college_search,program discovery
which schools offer health services access and allow transfer scholarships,parent,attribute_lookup,medium,"health services access, small class sizes, transfer scholarships, college",academic_program_info,attribute lookup
help me compare colleges for transfer credit clarity based on good transit access and paid internships,parent,multi_constraint,complex,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,multi factor comparison
"as a parent, I am concerned about retention rates and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"retention rates, flexible scheduling, no SAT requirement, college",academic_advising,family advisory
colleges with job placement by major opportunities plus strong high graduation rates,parent,attribute_lookup,short_circuit,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,quick lookup
schools that support student debt management students and have credit for AP classes,parent,filtered_search,medium,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,student support search
best colleges for emergency financial support with hands-on learning in California,parent,filtered_search,medium,"emergency financial support, hands-on learning, generous aid packages, college",financial_aid_advising,program discovery
which schools offer campus culture and inclusion and allow early application deadlines,parent,attribute_lookup,medium,"campus culture and inclusion, low student debt, early application deadlines, college",academic_program_info,attribute lookup
help me compare colleges for study abroad safety based on robust internships and online course options,parent,multi_constraint,complex,"study abroad safety, robust internships, online course options, college",study_abroad_advising,multi factor comparison
"as a parent, I am concerned about parent orientation resources and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"parent orientation resources, inclusive campus culture, accessible housing, college",academic_advising,family advisory
colleges with overall college affordability opportunities plus strong strong advising,parent,attribute_lookup,medium,"overall college affordability, strong advising, evening classes, college",financial_aid_advising,quick lookup
schools that support campus safety programs students and have transfer scholarships,parent,filtered_search,medium,"campus safety programs, small class sizes, transfer scholarships, college",academic_program_info,student support search
best colleges for graduation outcomes with good transit access in California,parent,filtered_search,medium,"graduation outcomes, good transit access, paid internships, college",college_search,program discovery
which schools offer financial aid transparency and allow no SAT requirement,parent,attribute_lookup,medium,"financial aid transparency, flexible scheduling, no SAT requirement, college",financial_aid_advising,attribute lookup
help me compare colleges for mental health services based on high graduation rates and on-campus childcare,parent,multi_constraint,complex,"mental health services, high graduation rates, on-campus childcare, college",college_search,multi factor comparison
"as a parent, I am concerned about academic advising quality and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"academic advising quality, active student organizations, credit for AP classes, college",academic_advising,family advisory
colleges with housing security opportunities plus strong hands-on learning,parent,attribute_lookup,short_circuit,"housing security, hands-on learning, generous aid packages, college",housing_advising,quick lookup
schools that support internship placement support students and have early application deadlines,parent,filtered_search,medium,"internship placement support, low student debt, early application deadlines, college",academic_advising,student support search
best colleges for class size and faculty access with robust internships in California,parent,filtered_search,medium,"class size and faculty access, robust internships, online course options, college",college_search,program discovery
which schools offer communication with families and allow accessible housing,parent,attribute_lookup,medium,"communication with families, inclusive campus culture, accessible housing, college",academic_program_info,attribute lookup
help me compare colleges for support for struggling students based on strong advising and evening classes,parent,multi_constraint,complex,"support for struggling students, strong advising, evening classes, college",college_search,multi factor comparison
"as a parent, I am concerned about health services access and student wellbeing, what should we prioritize",parent,emotional_advisory,llm_needed,"health services access, small class sizes, transfer scholarships, college",academic_advising,family advisory
colleges with transfer credit clarity opportunities plus strong good transit access,parent,attribute_lookup,short_circuit,"transfer credit clarity, good transit access, paid internships, college",transfer_advising,quick lookup
schools that support retention rates students and have no SAT requirement,parent,filtered_search,medium,"retention rates, flexible scheduling, no SAT requirement, college",academic_advising,student support search
best colleges for job placement by major with high graduation rates in California,parent,filtered_search,medium,"job placement by major, high graduation rates, on-campus childcare, college",academic_program_info,program discovery
which schools offer student debt management and allow credit for AP classes,parent,attribute_lookup,medium,"student debt management, active student organizations, credit for AP classes, college",financial_aid_advising,attribute lookup
